# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 0
# model = code1_model
# start_datetime = 2023-04-16 11:10:39 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /tmp/tmphq3csp0a/2m6_nr5b.json
# init = 2 (Default)
# random
#   seed = 15636
# output
#   file = /home/lab5/output/code1-20230416111039_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.0
# stancflags = 
lp__,accept_stat__,alfa,theta,lambda.1,lambda.2,lambda.3,lambda.4,lambda.5,lambda.6,lambda.7,lambda.8,lambda.9,lambda.10,accidents_number.1,accidents_number.2,accidents_number.3,accidents_number.4,accidents_number.5,accidents_number.6,accidents_number.7,accidents_number.8,accidents_number.9,accidents_number.10
0,0,1.99987,0.000231768,18.0869,20.0148,23.6879,26.3163,28.4278,29.9079,28.8459,31.2544,41.3718,38.3611,20,28,23,33,24,21,20,35,39,29
0,0,2,0.000196766,15.8015,17.2204,19.8686,21.7252,23.1964,24.2178,23.4857,25.1404,31.8986,29.9167,14,9,21,28,24,17,18,29,36,39
0,0,2.00008,0.000293985,23.0058,26.1596,32.3931,37.0183,40.8256,43.5406,41.5888,46.0418,65.7114,59.706,19,23,24,37,32,36,50,44,73,68
0,0,2.00007,0.000322625,25.6968,29.5876,37.4086,43.3096,48.2216,51.752,49.2118,55.0235,81.2992,73.1829,22,24,19,52,43,72,49,55,91,75
0,0,1.99992,0.000440811,40.5597,49.1762,67.7537,82.7651,95.8512,105.566,98.5504,114.788,195.678,169.485,40,45,74,85,83,107,99,115,190,138
0,0,1.99998,0.000259959,20.17,22.5966,27.2973,30.7168,33.4943,35.4565,34.0474,37.2517,51.0216,46.8758,22,27,32,30,20,28,31,36,60,43
0,0,1.99985,0.000243508,18.9257,21.0507,25.1276,28.0649,30.4354,32.1025,30.9059,33.6227,45.1435,41.6984,18,18,23,18,31,20,33,29,42,39
0,0,1.99984,0.000156295,13.5124,14.4675,16.2084,17.4003,18.3299,18.9682,18.5113,19.5399,23.6078,22.4351,14,22,18,16,16,21,19,16,27,24
0,0,1.99984,0.000190454,15.4185,16.7566,19.2451,20.9832,22.3571,23.3093,22.6269,24.1682,30.4318,28.5998,16,21,18,16,16,36,20,34,32,27
0,0,1.99998,0.000187703,15.2575,16.5618,18.9833,20.6719,22.0053,22.9287,22.267,23.7612,29.8198,28.0498,16,18,24,25,12,19,24,27,25,30
