# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 0
# model = code3_model
# start_datetime = 2023-04-16 10:46:42 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /tmp/tmphq3csp0a/cg9987f_.json
# init = 2 (Default)
# random
#   seed = 45806
# output
#   file = /home/lab5/output/code3-20230416104642_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.0
# stancflags = 
lp__,accept_stat__,theta,alfa.1,alfa.2,alfa.3,alfa.4,alfa.5,alfa.6,alfa.7,alfa.8,alfa.9,alfa.10,lambda.1,lambda.2,lambda.3,lambda.4,lambda.5,lambda.6,lambda.7,lambda.8,lambda.9,lambda.10,number_of_accidents.1,number_of_accidents.2,number_of_accidents.3,number_of_accidents.4,number_of_accidents.5,number_of_accidents.6,number_of_accidents.7,number_of_accidents.8,number_of_accidents.9,number_of_accidents.10
0,0,8.91381e-05,2.49865,2.50124,2.50093,2.50155,2.49918,2.50209,2.50026,2.50072,2.49926,2.49994,17.1671,17.8953,19.0873,19.8879,20.4386,20.9023,20.5759,21.2301,23.6137,22.9529,17,17,28,24,11,16,20,19,21,22
0,0,5.12531e-05,2.50113,2.501,2.5006,2.49954,2.49905,2.50146,2.50002,2.49901,2.49864,2.50069,14.8666,15.2015,15.7722,16.1264,16.396,16.621,16.465,16.7427,17.8072,17.5481,12,17,16,10,13,18,11,19,17,20
0,0,1.63244e-05,2.50042,2.49907,2.49956,2.5016,2.5011,2.49992,2.50081,2.50107,2.49951,2.50042,12.9809,13.0562,13.2186,13.344,13.4101,13.4423,13.42,13.4995,13.7474,13.6869,10,16,16,13,9,16,16,19,20,11
0,0,0.000150946,2.50209,2.49877,2.50143,2.49906,2.49878,2.49888,2.5002,2.5001,2.50073,2.49823,21.8717,23.2858,26.0557,27.8377,29.2647,30.2513,29.5864,31.1695,37.4391,35.5523,20,29,24,33,28,30,13,35,37,41
0,0,0.00013628,2.49914,2.49947,2.49965,2.50131,2.49963,2.50043,2.50003,2.4991,2.50076,2.50309,20.6062,21.8779,24.1607,25.7456,26.8956,27.7326,27.1383,28.4224,33.5733,32.1894,21,14,22,33,31,27,23,24,26,26
0,0,0.000184856,2.50017,2.50045,2.50021,2.50055,2.49966,2.49974,2.50227,2.50019,2.49914,2.49961,24.885,26.9864,30.8607,33.5738,35.6739,37.1506,36.1861,38.496,48.0949,45.3037,26,20,38,27,56,50,34,38,30,52
0,0,7.30006e-05,2.49854,2.50148,2.49956,2.49947,2.49816,2.49906,2.49923,2.49995,2.50017,2.49954,16.1277,16.6995,17.5759,18.1666,18.5893,18.9059,18.6949,19.187,20.9634,20.4577,16,20,16,20,21,22,22,15,20,21
0,0,0.000112761,2.50008,2.49918,2.5011,2.49877,2.50043,2.49959,2.50219,2.49979,2.50116,2.50017,18.8343,19.7678,21.4977,22.5745,23.4772,24.0439,23.6862,24.5695,28.1997,27.155,20,20,25,18,25,23,23,21,25,36
0,0,0.000201333,2.50058,2.49983,2.50294,2.49929,2.49964,2.50091,2.5005,2.50021,2.5007,2.49947,26.5315,28.9497,33.6174,36.7007,39.2592,41.0814,39.7946,42.6534,54.4458,50.9245,36,28,30,33,35,31,49,49,68,66
0,0,0.000107925,2.50101,2.49905,2.50028,2.49915,2.50135,2.49899,2.50075,2.49976,2.50139,2.50018,18.5028,19.3584,20.9642,21.9923,22.8471,23.3384,22.9892,23.8403,27.2102,26.2378,21,21,26,17,25,17,21,28,24,33
0,0,4.64091e-07,2.49865,2.50168,2.49971,2.4999,2.49922,2.49965,2.50028,2.49924,2.49925,2.4993,12.1878,12.2273,12.2074,12.2124,12.2059,12.2123,12.2191,12.2084,12.2154,12.2142,11,6,12,13,16,3,15,9,19,12
0,0,8.22952e-05,2.5,2.49952,2.49953,2.49932,2.49974,2.49899,2.49991,2.49947,2.50156,2.49918,16.7418,17.3465,18.4161,19.1132,19.6525,19.995,19.758,20.3197,22.4942,21.8468,11,24,19,20,30,25,17,24,15,15
0,0,7.89598e-05,2.49911,2.50055,2.50197,2.50097,2.49805,2.5002,2.4994,2.49925,2.49906,2.50112,16.5128,17.1171,18.1541,18.798,19.2426,19.6204,19.3646,19.898,21.8886,21.3763,25,13,19,18,17,24,17,22,14,21
0,0,4.98928e-05,2.50062,2.49845,2.50079,2.5014,2.50012,2.50098,2.50045,2.49926,2.50005,2.49963,14.7812,15.0742,15.6677,16.0364,16.2843,16.4774,16.3409,16.6056,17.6529,17.3608,17,13,21,22,16,14,20,12,20,18
0,0,9.70892e-05,2.49902,2.5004,2.49985,2.50158,2.50029,2.50016,2.50029,2.49968,2.49977,2.50023,17.7091,18.502,19.8443,20.7745,21.4294,21.8871,21.561,22.2839,25.064,24.2943,23,18,19,14,17,25,17,26,29,19
0,0,0.000102124,2.49998,2.49978,2.4994,2.5016,2.4996,2.50004,2.50044,2.4999,2.49948,2.49911,18.0743,18.8953,20.3438,21.3563,22.0508,22.5595,22.2117,22.9983,26.0124,25.1513,19,22,17,22,31,21,23,23,22,27
0,0,8.16151e-05,2.49949,2.50043,2.49845,2.49869,2.4986,2.49944,2.49935,2.49969,2.50012,2.50003,16.6892,17.3115,18.3335,19.0301,19.5526,19.9221,19.6682,20.2383,22.3487,21.7599,16,21,22,17,18,28,18,21,16,22
0,0,0.000198818,2.49972,2.50066,2.49904,2.49891,2.50013,2.49949,2.49955,2.50044,2.50112,2.50059,26.2524,28.6622,33.0659,36.1846,38.7085,40.4054,39.1736,42.0008,53.4604,50.0786,26,32,49,31,44,41,41,40,46,57
0,0,6.97539e-05,2.50074,2.49996,2.49921,2.4977,2.50033,2.49898,2.49854,2.5009,2.4987,2.50117,15.9619,16.4431,17.2854,17.8147,18.2813,18.5377,18.329,18.8211,20.4337,20.0235,19,18,15,19,18,22,14,27,19,27
0,0,0.000192193,2.50143,2.49888,2.50087,2.50103,2.50042,2.50028,2.5011,2.50015,2.501,2.50073,25.6329,27.8076,32.0411,34.9682,37.2568,38.8527,37.7362,40.2925,50.885,47.7817,21,35,30,33,43,32,36,30,50,38
0,0,3.81055e-05,2.4991,2.50076,2.50122,2.501,2.49975,2.50063,2.50037,2.50056,2.49948,2.49963,14.1017,14.3624,14.7727,15.0272,15.2,15.3409,15.246,15.4512,16.163,15.9658,16,13,15,6,10,11,19,13,16,13
0,0,0.000131763,2.50063,2.49994,2.50093,2.50029,2.50061,2.49893,2.5013,2.50132,2.49967,2.49946,20.28,21.4671,23.6485,25.0903,26.2241,26.9466,26.4609,27.6958,32.4293,31.0592,22,15,24,25,18,15,32,34,39,35
0,0,2.99601e-05,2.49805,2.49987,2.49913,2.50015,2.49878,2.50026,2.5016,2.4999,2.49779,2.49878,13.6506,13.8557,14.1504,14.3588,14.4829,14.5998,14.5512,14.6778,15.1876,15.0549,20,11,11,15,17,13,16,15,17,13
0,0,0.000132485,2.5001,2.5001,2.49965,2.49974,2.5014,2.49922,2.49955,2.49941,2.49943,2.49959,20.3257,21.5373,23.7042,25.176,26.3552,27.0721,26.5269,27.7674,32.5961,31.2233,17,19,26,24,20,25,25,31,34,30
0,0,0.000129928,2.49971,2.4995,2.49919,2.49968,2.49926,2.49994,2.50037,2.50025,2.50044,2.49935,20.1181,21.289,23.3908,24.8242,25.9109,26.6768,26.1529,27.3521,32.0147,30.6536,24,26,25,21,19,37,23,19,25,29
0,0,0.000149225,2.49857,2.50018,2.49852,2.49907,2.49834,2.49894,2.50063,2.49869,2.50201,2.50009,21.6505,23.1465,25.7562,27.5767,28.9605,29.9404,29.301,30.7938,37.0105,35.1855,32,21,25,24,29,32,37,30,45,37
0,0,0.000110352,2.49925,2.49944,2.50002,2.49841,2.49882,2.50078,2.50092,2.49897,2.49962,2.50094,18.6443,19.5692,21.2161,22.2704,23.1134,23.7252,23.3236,24.1839,27.6568,26.7148,21,16,20,22,21,21,23,21,29,28
0,0,0.000124323,2.50115,2.50198,2.50048,2.50245,2.50145,2.49909,2.49937,2.50086,2.50101,2.50026,19.7156,20.8336,22.7702,24.1399,25.1352,25.7679,25.2801,26.4307,30.726,29.4833,17,16,33,28,22,28,31,27,38,31
0,0,8.27793e-05,2.50035,2.4995,2.49909,2.49904,2.50012,2.50041,2.5003,2.49997,2.50069,2.50147,16.779,17.3822,18.4528,19.1587,19.7154,20.0818,19.8221,20.3912,22.5558,21.9724,13,12,22,20,20,19,23,22,23,19
0,0,4.17313e-06,2.49929,2.49975,2.50071,2.50147,2.49988,2.50085,2.49859,2.49957,2.49983,2.50047,12.3717,12.3999,12.4495,12.4827,12.4802,12.5038,12.4673,12.4976,12.5642,12.5551,15,12,14,14,13,13,8,13,14,16
0,0,8.75686e-05,2.49927,2.50058,2.49952,2.4998,2.49942,2.50049,2.50068,2.5001,2.49967,2.50048,17.0738,17.7632,18.9107,19.6831,20.2578,20.6722,20.3956,21.0108,23.3493,22.7105,11,13,17,16,21,20,22,17,15,25
0,0,0.000149659,2.50043,2.50055,2.49876,2.50162,2.49995,2.49933,2.50123,2.49902,2.49897,2.50049,21.7272,23.1984,25.8187,27.713,29.0804,30.0308,29.3935,30.8876,37.0172,35.3083,17,34,32,28,26,36,30,30,38,42
0,0,0.00010136,2.49971,2.50015,2.49968,2.4999,2.50003,2.49799,2.50123,2.50005,2.50087,2.50058,18.016,18.8402,20.2716,21.2308,21.9625,22.4096,22.1297,22.8926,25.9008,25.0517,17,15,24,18,22,23,22,21,28,28
0,0,4.23382e-05,2.49972,2.50076,2.4991,2.49934,2.49928,2.5,2.49983,2.50023,2.49822,2.50065,14.3431,14.6262,15.0583,15.3543,15.5713,15.7277,15.6216,15.8584,16.6585,16.4701,15,14,19,12,19,20,15,16,14,18
0,0,0.000106494,2.5009,2.5018,2.49973,2.49989,2.50029,2.4992,2.49922,2.50011,2.4989,2.4994,18.3988,19.2927,20.8025,21.8366,22.6338,23.1428,22.7618,23.6372,26.8556,25.952,19,17,26,20,28,25,23,25,23,28
0,0,0.000206555,2.49994,2.49914,2.50106,2.4996,2.49953,2.49951,2.50086,2.49939,2.49798,2.49874,27.0548,29.5868,34.4465,37.7781,40.4653,42.337,41.0498,44.0261,56.4472,52.8115,31,31,36,39,50,45,42,36,65,52
0,0,0.000146022,2.5001,2.50026,2.50008,2.49966,2.49785,2.49986,2.49892,2.49871,2.50018,2.5005,21.417,22.8319,25.3843,27.113,28.4123,29.3946,28.7056,30.1868,36.0738,34.4076,23,20,21,29,27,37,23,33,30,49
0,0,8.14917e-05,2.4985,2.49952,2.50035,2.50161,2.49848,2.4994,2.49898,2.49825,2.50018,2.49888,16.6649,17.2866,18.357,19.0728,19.5363,19.9064,19.6467,20.1937,22.3294,21.7159,11,25,19,17,24,22,15,29,19,22
0,0,9.54394e-05,2.50039,2.5013,2.5005,2.49734,2.49947,2.49996,2.50024,2.49892,2.50133,2.49841,17.6207,18.3878,19.6932,20.5003,21.2075,21.6659,21.3519,22.0395,24.7973,23.9674,10,15,30,21,29,16,20,27,12,21
0,0,0.000147682,2.49971,2.50017,2.49961,2.49819,2.50062,2.49914,2.49855,2.49925,2.49842,2.50006,21.5463,22.9934,25.5852,27.3204,28.7675,29.6691,28.9763,30.5168,36.4572,34.8007,16,29,25,22,26,38,29,31,41,47
0,0,0.00016075,2.50084,2.49941,2.50133,2.5005,2.49923,2.50059,2.50073,2.49809,2.50136,2.4991,22.6875,24.304,27.3693,29.4169,30.9953,32.1495,31.3577,33.0637,40.2948,38.151,35,25,17,26,28,32,32,38,39,48
