# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 0
# model = code1_model
# start_datetime = 2023-04-16 09:36:56 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /tmp/tmphq3csp0a/b_a9mz_n.json
# init = 2 (Default)
# random
#   seed = 63641
# output
#   file = /home/lab5/output/code1-20230416093656_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.0
# stancflags = 
lp__,accept_stat__,alfa,theta,lambda.1,lambda.2,lambda.3,lambda.4,lambda.5,lambda.6,lambda.7,lambda.8,lambda.9,lambda.10,number_of_accidents.1,number_of_accidents.2,number_of_accidents.3,number_of_accidents.4,number_of_accidents.5,number_of_accidents.6,number_of_accidents.7,number_of_accidents.8,number_of_accidents.9,number_of_accidents.10
0,0,1.90013,0.000263696,18.5188,20.7806,25.1719,28.3732,30.9773,32.8189,31.4963,34.5051,47.4739,43.5633,18,21,26,26,33,23,33,33,52,44
0,0,1.90001,0.000305348,21.7491,24.8538,31.0314,35.6457,39.4609,42.1899,40.2273,44.71,64.694,58.5643,24,20,32,34,46,45,39,48,63,43
0,0,1.9,0.000212182,15.1751,16.6495,19.4264,21.3909,22.957,24.0489,23.2659,25.0382,32.3671,30.2039,11,14,14,20,23,27,27,23,31,37
0,0,1.90192,0.000218201,15.5621,17.119,20.0619,22.1511,23.8205,24.9865,24.1502,26.0441,33.9136,31.585,17,18,26,30,20,27,18,33,40,20
0,0,1.90174,-0.000107883,4.4149,4.21159,3.8939,3.70777,3.57694,3.49342,3.55271,3.42254,3.0037,3.11122,4,3,4,1,4,2,5,4,0,2
0,0,1.90101,3.98366e-05,7.80605,7.94313,8.17654,8.32576,8.43694,8.51087,8.45814,8.57553,8.99902,8.88291,4,7,5,7,7,8,10,9,8,12
0,0,1.90011,0.000199627,14.4583,15.7763,18.2404,19.9708,21.3435,22.2973,21.6136,23.1592,29.4868,27.6289,10,19,17,16,23,20,28,17,41,24
0,0,1.89975,0.000138838,11.4282,12.143,13.4326,14.3066,14.9836,15.4461,15.1152,15.859,18.7601,17.9299,9,11,11,16,13,17,13,20,21,16
0,0,1.89936,3.2352e-05,7.57109,7.67889,7.86164,7.97796,8.06437,8.12171,8.08082,8.17179,8.49802,8.40887,8,10,13,12,10,5,7,14,4,5
0,0,1.90109,0.000272127,19.1502,21.5684,26.2868,29.7435,32.5647,34.5645,33.1278,36.3986,50.5925,46.2976,14,25,34,18,34,42,27,35,52,51
0,0,1.89898,0.000206602,14.8364,16.2383,18.87,20.7256,22.2017,23.2293,22.4925,24.1593,31.0208,29.0002,12,20,17,24,18,22,17,26,25,32
0,0,1.8979,0.00012092,10.6442,11.2218,12.2529,12.9444,13.4762,13.8379,13.5793,14.1595,16.3904,15.7569,8,18,19,20,11,13,16,14,23,21
0,0,1.89799,0.000284645,20.0369,22.6909,27.9077,31.7576,34.9151,37.1608,35.5468,39.2259,55.3546,50.4491,19,26,24,34,30,39,37,42,72,37
0,0,1.90067,0.000167456,12.7758,13.7458,15.5253,16.7517,17.7123,18.3739,17.9002,18.9679,23.2283,21.9943,13,14,12,20,20,23,30,22,32,18
0,0,1.90173,0.000131336,11.1238,11.7809,12.9612,13.7575,14.3726,14.7919,14.492,15.1657,17.7779,17.0327,11,11,13,12,15,21,11,15,11,19
0,0,1.8993,0.000188576,13.8428,15.0319,17.2406,18.7817,19.9989,20.8421,20.2379,21.6024,27.1393,25.5212,15,11,9,21,26,16,28,32,35,22
0,0,1.89968,0.0001919,14.0271,15.2541,17.5379,19.1343,20.397,21.2725,20.6451,22.0624,27.8289,26.1412,9,15,15,25,22,33,25,18,26,32
0,0,1.89864,0.000186317,13.7135,14.8768,17.0347,18.5384,19.725,20.5465,19.9579,21.2868,26.6698,25.0981,20,14,20,19,13,19,13,19,25,31
0,0,1.89815,0.000433071,35.5558,42.9637,58.8621,71.6513,82.7666,91.0007,85.0558,98.8052,166.862,144.891,24,40,50,61,82,78,77,121,184,141
0,0,1.90066,0.000110986,10.2718,10.7822,11.6883,12.2923,12.7551,13.0689,12.8446,13.3474,15.2658,14.7234,12,5,10,11,14,12,11,15,10,21
0,0,1.89996,0.000177235,13.2583,14.326,16.2961,17.6615,18.7353,19.4768,18.9456,20.1438,24.9619,23.5605,9,25,15,20,17,19,22,21,24,18
0,0,1.90002,0.000271122,19.0557,21.4526,26.1265,29.5487,32.3406,34.319,32.8978,36.1332,50.1626,45.9193,27,26,34,25,39,28,38,36,51,53
0,0,1.9002,0.000275981,19.4202,21.9095,26.7774,30.3517,33.2732,35.3463,33.8568,37.2492,52.0168,47.5412,27,27,22,34,35,39,32,37,51,40
0,0,1.89792,0.000219095,15.5536,17.1164,20.0718,22.171,23.8491,25.0213,24.1805,26.0849,34.0034,31.6594,17,11,22,27,26,28,24,21,40,37
