# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 0
# model = code1_model
# start_datetime = 2023-04-16 11:09:38 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /tmp/tmphq3csp0a/o41z7_vj.json
# init = 2 (Default)
# random
#   seed = 91311
# output
#   file = /home/lab5/output/code1-20230416110938_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.0
# stancflags = 
lp__,accept_stat__,alfa,theta,lambda.1,lambda.2,lambda.3,lambda.4,lambda.5,lambda.6,lambda.7,lambda.8,lambda.9,lambda.10,number_of_accidents.1,number_of_accidents.2,number_of_accidents.3,number_of_accidents.4,number_of_accidents.5,number_of_accidents.6,number_of_accidents.7,number_of_accidents.8,number_of_accidents.9,number_of_accidents.10
0,0,2,0.000184895,15.0932,16.3634,18.7176,20.3566,21.6494,22.544,21.903,23.35,29.2045,27.4961,17,16,24,17,21,31,24,22,30,30
0,0,2,0.000250533,19.4492,21.6995,26.0347,29.1709,31.7089,33.4973,32.2134,35.1304,47.5705,43.8396,18,22,26,36,27,29,44,29,52,41
0,0,2.00005,0.000221246,17.3696,19.1329,22.4716,24.8461,26.7457,28.0735,27.1211,29.2788,38.2664,35.6036,14,20,16,27,23,25,20,33,35,25
0,0,2.00006,0.000224405,17.5831,19.3948,22.8317,25.2804,27.2419,28.6141,27.6297,29.8605,39.1761,36.4124,20,20,21,26,23,29,24,27,50,41
0,0,2.00019,0.000284195,22.1543,25.0839,30.8408,35.0881,38.5709,41.0478,39.2677,43.3252,61.1061,55.6991,23,22,29,25,38,32,32,54,57,60
0,0,2.00002,0.000140323,12.7062,13.5097,14.9607,15.9448,16.7076,17.229,16.8559,17.6945,20.969,20.0313,13,17,9,17,20,14,10,16,20,21
0,0,2.00004,0.000248297,19.2827,21.4928,25.7447,28.8167,31.3006,33.0498,31.7941,34.6463,46.7881,43.1501,20,19,21,31,31,35,33,34,46,34
0,0,2.00011,0.000362932,30.0276,35.1884,45.813,54.0192,60.9587,66.0015,62.3685,70.7134,109.704,97.4625,26,33,46,57,60,66,66,57,116,107
0,0,1.9999,5.20209e-05,9.03278,9.24047,9.59663,9.82598,9.99768,10.1122,10.0305,10.2127,10.8762,10.6933,8,3,12,5,12,10,4,10,16,9
0,0,1.99993,0.000264615,20.5351,23.0525,27.9425,31.5093,34.4118,36.4649,34.9903,38.3451,52.8158,48.4507,17,18,37,33,35,46,37,41,54,32
