# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 0
# model = code1_model
# start_datetime = 2023-04-16 11:11:17 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /tmp/tmphq3csp0a/eiq5ownd.json
# init = 2 (Default)
# random
#   seed = 71972
# output
#   file = /home/lab5/output/code1-20230416111117_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.0
# stancflags = 
lp__,accept_stat__,alfa,theta,lambda.1,lambda.2,lambda.3,lambda.4,lambda.5,lambda.6,lambda.7,lambda.8,lambda.9,lambda.10,accidents_number.1,accidents_number.2,accidents_number.3,accidents_number.4,accidents_number.5,accidents_number.6,accidents_number.7,accidents_number.8,accidents_number.9,accidents_number.10
0,0,1.99996,1.08366e-05,7.70462,7.74119,7.80242,7.8409,7.86924,7.88794,7.87462,7.9042,8.00852,7.98028,9,9,7,7,9,9,10,10,9,11
0,0,1.99999,0.000161151,13.7704,14.7751,16.6116,17.8725,18.8578,19.5352,19.0502,20.1426,24.4793,23.2265,14,15,18,16,19,17,17,21,23,28
0,0,2,0.000194835,15.6841,17.078,19.6767,21.4965,22.9374,23.9373,23.2207,24.8401,31.444,29.5089,13,15,15,19,20,24,18,16,29,34
0,0,1.99988,0.000225066,17.6248,19.4464,22.9034,25.3674,27.3416,28.7231,27.7321,29.978,39.3617,36.5771,22,24,16,26,25,29,26,33,48,37
0,0,2.00005,0.000276204,21.478,24.2334,29.6224,33.5799,36.815,39.1106,37.4612,41.2179,57.5744,52.6168,22,21,29,30,45,32,41,33,57,54
0,0,2.00017,0.000149381,13.1606,14.0484,15.66,16.7589,17.6136,18.1994,17.7802,18.7233,22.4327,21.3664,19,20,12,18,7,21,17,17,27,23
0,0,2,0.000248601,19.3047,21.5201,25.7832,28.8637,31.3549,33.1093,31.8498,34.7107,46.8924,43.242,23,22,32,36,32,37,32,33,42,38
0,0,2.00007,0.00013891,12.6376,13.4285,14.8555,15.8225,16.5716,17.0835,16.7173,17.5404,20.7508,19.8321,8,13,15,15,21,19,16,17,18,13
0,0,2.00004,0.000196187,15.7668,17.1782,19.8116,21.6572,23.1193,24.1342,23.4068,25.0508,31.7627,29.7949,15,14,22,16,17,24,18,18,28,19
0,0,1.9999,0.000189001,15.333,16.6532,19.1061,20.8179,22.1702,23.1071,22.4358,23.952,30.1066,28.3076,18,10,17,13,25,22,15,26,38,27
0,0,2.00003,0.000237193,18.4729,20.4904,24.3467,27.1149,29.3434,30.908,29.7852,32.3327,43.0811,39.8754,16,20,28,35,22,31,30,34,43,47
0,0,1.99994,0.000122292,11.8503,12.5008,13.6631,14.4432,15.0435,15.4518,15.1598,15.8151,18.3373,17.6206,13,7,7,18,15,17,15,16,14,14
0,0,1.99989,0.000153035,13.3439,14.2668,15.9458,17.0931,17.9867,18.5998,18.161,19.1485,23.0438,21.9224,11,13,22,20,23,20,14,19,27,26
0,0,1.99998,0.000149748,13.1768,14.0679,15.686,16.7895,17.6479,18.2363,17.8152,18.7626,22.4897,21.4182,14,13,10,18,15,17,20,23,20,32
0,0,1.99996,0.000244757,19.0193,21.1663,25.2885,28.2607,30.6605,32.3488,31.1369,33.8887,45.5694,42.0747,12,27,18,27,43,21,27,34,44,43
0,0,2.00002,0.00023147,18.0688,19.9921,23.656,26.2773,28.3828,29.8587,28.7997,31.2012,41.2864,38.2856,17,18,23,37,19,40,21,30,28,37
0,0,2.00018,0.000145324,12.9561,13.8056,15.344,16.3905,17.2032,17.7595,17.3614,18.2567,21.7665,20.7594,11,14,10,15,17,15,8,20,20,26
0,0,2,4.26709e-05,8.71321,8.87721,9.15691,9.33604,9.46964,9.55855,9.49514,9.63636,10.147,10.0068,10,11,11,7,6,13,12,7,15,11
0,0,1.99999,0.000194115,15.6403,17.025,19.6054,21.4116,22.8413,23.8333,23.1224,24.7287,31.2758,29.3579,17,17,18,19,27,29,30,34,40,27
0,0,1.99984,0.000110071,11.3027,11.8597,12.8477,13.5061,14.0103,14.3521,14.1078,14.6554,16.7433,16.1531,8,12,21,16,14,17,11,16,18,13
0,0,1.99996,0.000145349,12.9545,13.8041,15.3426,16.3892,17.2019,17.7583,17.3602,18.2555,21.7658,20.7585,20,14,14,17,18,22,28,17,28,21
0,0,2.00002,0.000150572,13.2193,14.1184,15.7516,16.866,17.7333,18.3278,17.9023,18.8597,22.6287,21.5447,21,11,15,20,22,15,17,28,24,17
0,0,2.00008,0.000315621,25.0112,28.7101,36.1149,41.679,46.298,49.6114,47.2278,52.6775,77.1762,69.6302,30,29,37,43,50,50,50,59,90,77
0,0,2.00002,0.000203557,16.2218,17.731,20.559,22.5495,24.131,25.2311,24.4425,26.226,33.5507,31.3965,23,25,12,14,18,24,21,22,37,31
0,0,1.99977,0.000145637,12.9665,13.8185,15.3619,16.4119,17.2275,17.7858,17.3863,18.2848,21.8083,20.7971,16,12,27,17,23,21,23,8,18,26
0,0,2.00006,0.000186193,15.1701,16.456,18.8414,20.5033,21.8148,22.7227,22.0722,23.541,29.4896,27.7528,12,17,17,16,21,21,23,23,25,30
0,0,1.99992,0.000255351,19.813,22.152,26.6708,29.9491,32.6071,34.4825,33.1359,36.1967,49.3009,45.3631,15,23,28,32,38,36,35,45,65,38
0,0,2,0.000143626,12.8691,13.7027,15.2109,16.2357,17.0311,17.5753,17.1859,18.0616,21.4897,20.5067,18,18,21,18,26,23,18,17,23,27
0,0,1.99992,0.000147768,13.0756,13.9478,15.5296,16.6072,17.4448,18.0186,17.608,18.5316,22.1598,21.1176,8,17,14,18,18,16,24,21,18,15
0,0,2.00001,0.000207766,16.4877,18.0547,20.9986,23.0757,24.7287,25.8799,25.0545,26.922,34.6168,32.3498,14,15,24,25,30,21,27,35,37,33
0,0,1.99999,0.000218938,17.2144,18.9428,22.2111,24.5323,26.3877,27.6837,26.7542,28.8596,37.6133,35.0223,17,19,20,26,24,32,19,30,47,32
0,0,1.99991,0.000152971,13.3409,14.2632,15.941,17.0874,17.9803,18.5929,18.1545,19.1412,23.0333,21.9128,18,8,16,12,19,17,23,15,23,19
0,0,1.99994,0.000353174,28.9117,33.7366,43.6123,51.197,57.5865,62.2173,58.8821,66.5355,102.01,90.9165,31,41,45,51,57,59,57,68,109,92
0,0,1.99991,0.000149941,13.1858,14.0787,15.7001,16.8061,17.6665,18.2563,17.8342,18.7839,22.5205,21.4462,17,13,15,20,21,16,15,16,24,18
0,0,1.99994,0.000256391,19.8932,22.2517,26.8111,30.1209,32.8055,34.7002,33.3397,36.4325,49.6845,45.7005,25,24,33,40,43,32,31,42,53,39
0,0,1.99992,0.000169403,14.2153,15.3076,17.3138,18.6979,19.783,20.5307,19.9953,21.2023,26.0258,24.6274,11,21,14,23,16,34,23,29,22,21
0,0,1.99999,0.000189247,15.3491,16.6724,19.1315,20.8479,22.204,23.1436,22.4703,23.9909,30.1644,28.3597,16,11,23,18,18,23,18,21,35,30
0,0,2,0.000196434,15.7813,17.1958,19.8355,21.6858,23.1517,24.1694,23.44,25.0885,31.82,29.8462,9,20,23,15,25,28,25,21,33,32
0,0,1.99979,0.000193427,15.5958,16.9714,19.534,21.3269,22.7458,23.7301,23.0247,24.6184,31.1104,29.2092,17,13,14,26,22,26,31,23,22,28
0,0,1.9998,0.000181324,14.8836,16.1109,18.381,19.9582,21.2004,22.0592,21.444,22.8324,28.434,26.8019,16,14,20,26,25,19,12,21,28,26
0,0,2.00009,0.000155129,13.455,14.3988,16.1178,17.2939,18.2107,18.84,18.3895,19.4036,23.41,22.2555,14,12,17,20,20,17,21,22,26,31
0,0,1.99997,0.000204149,16.2583,17.7754,20.6194,22.6218,24.2132,25.3203,24.5266,26.3217,33.6972,31.5275,14,21,24,27,23,25,21,21,32,32
0,0,1.99998,0.000292084,22.8352,25.944,32.0817,36.6309,40.3728,43.0397,41.1226,45.4958,64.7829,58.8989,31,29,32,33,34,51,36,45,80,50
0,0,1.99998,0.000197937,15.8728,17.3069,19.9855,21.8646,23.3544,24.389,23.6474,25.3237,32.1768,30.166,17,8,17,19,28,20,27,28,40,19
0,0,2.00009,0.000282141,21.9771,24.8609,30.521,34.6919,38.1093,40.5383,38.7928,42.7708,60.1743,54.8865,16,20,35,34,36,37,44,31,62,56
0,0,1.99999,0.000242663,18.8667,20.9773,25.0245,27.9391,30.2905,31.9438,30.7571,33.451,44.8671,41.4545,21,25,23,27,39,35,24,27,44,47
0,0,1.99994,0.000155523,13.4735,14.421,16.1473,17.3287,18.2498,18.882,18.4294,19.4483,23.4752,22.3146,16,17,15,20,18,15,26,26,23,26
0,0,2,0.000272926,21.2065,23.8928,29.1366,32.9801,36.1179,38.3425,36.7443,40.3833,56.1854,51.4023,21,28,26,35,39,55,46,44,64,55
0,0,1.99983,0.00014702,13.0367,13.9018,15.47,16.5378,17.3676,17.9359,17.5292,18.444,22.035,21.0038,12,14,15,24,10,18,12,22,20,23
0,0,2.00001,0.000233951,18.2428,20.2065,23.9529,26.637,28.7952,30.309,29.2227,31.6866,42.0549,38.9667,13,27,22,26,26,30,30,36,42,39
0,0,1.99995,5.82184e-05,9.25206,9.49046,9.90077,10.1659,10.365,10.498,10.403,10.6147,11.3894,11.1753,7,2,11,14,11,7,11,13,11,7
0,0,1.99997,0.000243146,18.9015,21.0205,25.0848,28.0125,30.375,32.0363,30.8439,33.551,45.0275,41.5962,18,24,24,27,32,42,29,35,41,37
0,0,1.99985,7.69736e-05,9.94626,10.2865,10.8786,11.2654,11.5579,11.7544,11.6141,11.9276,13.0919,12.7674,5,10,12,9,15,11,7,11,13,14
0,0,1.99998,0.000187063,15.2199,16.5163,18.9224,20.5996,21.9236,22.8404,22.1835,23.6668,29.6784,27.9226,13,11,20,12,21,31,19,24,32,25
0,0,2.00004,0.000178265,14.7122,15.9041,18.1048,19.631,20.8316,21.6609,21.0669,22.4072,27.8012,26.2316,14,15,22,18,20,18,21,22,25,27
0,0,1.99995,0.00015356,13.3719,14.3,15.989,17.1435,18.0429,18.66,18.2183,19.2125,23.1355,22.0058,10,27,11,21,21,12,15,20,18,25
0,0,1.99996,0.000168071,14.143,15.2209,17.1991,18.5629,19.6314,20.3674,19.8404,21.0283,25.7707,24.3967,16,16,12,20,22,21,18,17,30,32
0,0,1.99998,0.000314977,24.9465,28.6278,35.9945,41.5279,46.1203,49.4139,47.0446,52.4614,76.7996,69.305,23,22,37,42,45,54,43,43,79,78
0,0,2.00009,0.000178062,14.7014,15.891,18.0872,19.6101,20.8081,21.6355,21.0428,22.38,27.7607,26.1952,12,11,21,26,31,21,28,20,31,34
0,0,1.99989,0.000163024,13.869,14.8931,16.767,18.0551,19.0623,19.7552,19.2591,20.3767,24.82,23.5354,15,16,25,21,22,30,14,18,32,27
0,0,2.00004,0.00017296,14.4138,15.5454,17.6284,19.0684,20.1989,20.9787,20.4202,21.6795,26.7264,25.2611,15,14,16,11,11,21,19,21,26,29
0,0,2.00003,3.85949e-05,8.57735,8.72324,8.97147,9.13005,9.24815,9.32665,9.27067,9.39529,9.84446,9.72137,11,11,10,17,6,7,10,10,11,7
