# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 0
# model = code1_model
# start_datetime = 2023-04-16 09:36:56 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /tmp/tmphq3csp0a/b_a9mz_n.json
# init = 2 (Default)
# random
#   seed = 63641
# output
#   file = /home/lab5/output/code1-20230416093656_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.0
# stancflags = 
lp__,accept_stat__,alfa,theta,lambda.1,lambda.2,lambda.3,lambda.4,lambda.5,lambda.6,lambda.7,lambda.8,lambda.9,lambda.10,number_of_accidents.1,number_of_accidents.2,number_of_accidents.3,number_of_accidents.4,number_of_accidents.5,number_of_accidents.6,number_of_accidents.7,number_of_accidents.8,number_of_accidents.9,number_of_accidents.10
0,0,1.89936,0.000106724,10.0909,10.5727,11.4257,11.9929,12.4268,12.7207,12.5106,12.9813,14.7707,14.2656,7,15,15,14,13,14,13,14,15,11
0,0,1.89853,0.00042558,34.5548,41.6177,56.7084,68.7953,79.2695,87.0128,81.4236,94.341,157.885,137.432,32,40,50,73,83,86,62,89,140,124
0,0,1.89983,0.000143489,11.6363,12.3893,13.7515,14.6771,15.3954,15.8869,15.5352,16.326,19.4215,18.5339,8,9,15,20,16,15,17,18,22,28
0,0,1.89893,0.00030334,21.5578,24.6136,30.6866,35.2175,38.9607,41.6369,39.7125,44.1071,63.6667,57.6721,23,23,25,32,42,44,39,45,62,64
0,0,1.90004,0.000289778,20.4801,23.245,28.696,32.7308,36.0466,38.4083,36.7107,40.5822,57.6253,52.4308,22,23,25,21,46,39,43,43,48,54
0,0,1.90137,8.92038e-05,9.44949,9.82513,10.4834,10.9167,11.2458,11.4677,11.3092,11.6637,12.9931,12.6207,6,6,8,9,17,13,9,9,15,10
0,0,1.89965,0.000184216,13.6164,14.7578,16.8727,18.3446,19.5051,20.3081,19.7328,21.0315,26.283,24.7511,15,17,23,14,19,21,18,21,31,28
0,0,1.90016,0.00010623,10.0797,10.5587,11.4065,11.97,12.4011,12.6929,12.4843,12.9517,14.7283,14.2269,6,15,14,14,13,17,16,13,22,9
0,0,1.89956,0.000146792,11.7825,12.5631,13.9779,14.9412,15.6897,16.2023,15.8355,16.6606,19.8989,18.969,15,15,19,16,12,10,18,19,18,21
0,0,1.90155,6.81554e-05,8.71315,8.97657,9.43255,9.72898,9.95231,10.102,9.99513,10.2336,11.1134,10.8692,9,11,8,8,9,5,8,8,4,10
