# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 0
# model = code1_model
# start_datetime = 2023-04-16 09:39:26 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /tmp/tmphq3csp0a/bgiv5703.json
# init = 2 (Default)
# random
#   seed = 72026
# output
#   file = /home/lab5/output/code1-20230416093926_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.0
# stancflags = 
lp__,accept_stat__,alfa,theta,lambda.1,lambda.2,lambda.3,lambda.4,lambda.5,lambda.6,lambda.7,lambda.8,lambda.9,lambda.10,number_of_accidents.1,number_of_accidents.2,number_of_accidents.3,number_of_accidents.4,number_of_accidents.5,number_of_accidents.6,number_of_accidents.7,number_of_accidents.8,number_of_accidents.9,number_of_accidents.10
0,0,1.99985,0.000211015,16.6932,18.3058,21.3409,23.4865,25.1962,26.3879,25.5334,27.4674,35.4572,33.1001,15,15,21,20,18,22,18,20,38,44
0,0,1.99996,0.00018753,15.247,16.5491,18.9664,20.6519,21.9827,22.9043,22.2439,23.7351,29.7808,28.0147,15,12,20,14,21,26,24,18,26,22
0,0,2.00006,0.000108897,11.2541,11.8026,12.7749,13.4224,13.9181,14.254,14.0139,14.552,16.6015,16.0225,10,10,10,15,13,10,15,14,17,15
0,0,1.99997,0.000190593,15.4287,16.7688,19.261,21.0018,22.378,23.3318,22.6483,24.1922,30.4671,28.6317,16,17,18,21,31,20,20,22,33,26
0,0,2.00006,0.000247363,19.2137,21.4071,25.6247,28.6702,31.1319,32.8649,31.6208,34.4464,46.4656,42.8657,20,21,23,27,28,39,17,38,38,40
0,0,1.99997,0.000205945,16.3714,17.9131,20.8063,22.8455,24.4672,25.596,24.7867,26.6174,34.1498,31.9324,19,23,17,16,27,26,24,29,31,36
0,0,2.00023,0.000406896,35.5901,42.516,57.1509,68.7465,78.7219,86.0589,80.766,92.976,152.122,133.225,31,49,68,63,62,92,89,97,155,144
0,0,2.00004,0.000297432,23.3132,26.5491,32.9579,37.7228,41.6503,44.4536,42.4381,47.0381,67.4139,61.1842,22,31,28,55,42,51,51,41,65,49
0,0,2.00008,0.000257922,20.0141,22.402,27.0222,30.3791,33.1037,35.0273,33.646,36.7866,50.2605,46.2073,16,34,28,32,36,34,31,32,58,56
0,0,2.00002,0.000142232,12.8003,13.6211,15.105,16.1125,16.894,17.4285,17.0461,17.906,21.2687,20.305,12,16,11,14,17,18,16,13,13,17
0,0,1.9999,0.000313597,24.8118,28.4561,35.7428,41.2116,45.748,49.0003,46.6608,52.0086,76.0097,68.6231,42,25,32,51,38,53,50,52,81,65
0,0,1.99994,-7.35823e-06,7.18156,7.15851,7.12032,7.09657,7.0792,7.0678,7.07592,7.05793,6.99537,7.01217,13,8,8,9,5,5,5,7,6,2
0,0,1.9998,0.000294813,23.0729,26.2455,32.5189,37.1761,41.011,43.7462,41.7798,46.2665,66.0983,60.0413,19,27,44,45,48,35,49,28,74,59
0,0,1.99991,0.000185472,15.1256,16.4026,18.7703,20.4193,21.7202,22.6206,21.9755,23.432,29.3274,27.6067,15,18,26,24,23,17,16,18,34,32
0,0,1.99994,0.000202697,16.1668,17.6641,20.4687,22.4417,24.0088,25.0986,24.3173,26.084,33.3343,31.2028,11,21,24,18,31,23,24,27,31,30
0,0,1.99997,0.000229618,17.9392,19.8326,23.4357,26.0107,28.0776,29.5256,28.4867,30.8422,40.7202,37.7833,11,21,22,32,21,26,38,39,39,36
0,0,1.99997,0.000151474,13.2649,14.1726,15.8225,16.9489,17.8258,18.427,17.9967,18.965,22.78,21.6824,14,10,22,17,20,16,17,21,16,23
0,0,1.99976,0.000168733,14.1763,15.2611,17.2529,18.6265,19.703,20.4447,19.9136,21.1108,25.8924,24.5066,11,15,11,15,9,18,16,28,35,34
0,0,2.00005,0.000123159,11.8914,12.5489,13.7244,14.5136,15.1212,15.5346,15.239,15.9024,18.4579,17.7315,9,13,8,9,21,16,21,22,21,21
0,0,1.99995,0.000179718,14.7937,16.0024,18.2359,19.7862,21.0064,21.8497,21.2456,22.6087,28.1006,26.5016,16,19,19,22,14,19,17,16,24,31
0,0,2.00002,0.000310838,24.5518,28.1239,35.2547,40.598,45.0255,48.1972,45.9159,51.1294,74.4758,67.2987,28,26,29,42,49,45,55,43,73,78
0,0,1.99998,0.000305714,24.0697,27.51,34.357,39.4723,43.7024,46.7285,44.5522,49.5231,71.6901,64.8898,31,31,44,42,50,56,65,46,73,62
0,0,2.00008,0.000225601,17.6649,19.4952,22.9698,25.4471,27.4325,28.8219,27.8252,30.0842,39.5267,36.724,9,20,26,33,30,27,25,29,42,41
0,0,2.0001,0.000224254,17.5736,19.383,22.8152,25.2604,27.219,28.5892,27.6063,29.8336,39.1337,36.3748,23,16,25,28,30,23,29,29,43,43
0,0,1.99999,0.000242079,18.8242,20.9248,24.9513,27.8499,30.1879,31.8315,30.6518,33.3298,44.6729,41.2829,19,24,25,27,27,29,35,32,38,30
0,0,2.00002,0.000244194,18.9792,21.1165,25.2187,28.1754,30.5622,32.2411,31.036,33.7723,45.382,41.9093,16,30,25,30,23,38,36,34,44,53
0,0,1.9999,9.02215e-05,10.4691,10.8901,11.6283,12.1145,12.484,12.7331,12.5552,12.9533,14.4475,14.0287,14,8,11,11,12,14,14,17,12,14
0,0,1.99985,0.000111222,11.3532,11.9187,12.9224,13.5917,14.1045,14.4523,14.2037,14.761,16.8874,16.286,14,11,14,19,15,6,15,10,14,15
0,0,1.99996,2.23591e-05,8.05536,8.13445,8.26776,8.35212,8.41453,8.45584,8.42639,8.49184,8.72471,8.66135,14,6,11,13,11,4,7,10,8,8
0,0,1.99986,6.88397e-05,9.63876,9.93312,10.4429,10.7744,11.0243,11.1917,11.0722,11.3391,12.324,12.0505,6,12,6,10,16,10,12,12,15,11
0,0,2.00006,0.000254481,19.7493,22.0724,26.5581,29.8108,32.4472,34.3068,32.9716,36.0064,48.9901,45.0899,25,10,29,35,31,30,37,30,51,57
0,0,1.99979,0.000174549,14.4988,15.6481,17.7652,19.2303,20.3812,21.1754,20.6066,21.8895,27.0371,25.5415,16,9,26,28,19,21,16,18,34,28
0,0,2.00004,0.000184685,15.0817,16.3493,18.6987,20.3341,21.6239,22.5164,21.877,23.3206,29.1602,27.4563,15,20,18,21,21,23,10,18,31,34
0,0,2.00007,0.00025282,19.6232,21.9155,26.3375,29.5409,32.1356,33.965,32.6515,35.6364,48.3893,44.561,11,22,17,42,42,41,46,24,49,47
0,0,1.99978,7.32692e-05,9.80426,10.1233,10.6771,11.0383,11.3109,11.4938,11.3632,11.655,12.7354,12.4348,11,5,17,7,13,19,10,12,6,11
0,0,1.99998,0.000215981,17.0187,18.7032,21.8831,24.1375,25.9375,27.1938,26.2928,28.333,36.795,34.2934,15,18,22,26,32,29,23,32,31,26
0,0,1.99978,0.000168065,14.14,15.2176,17.1953,18.5587,19.627,20.3628,19.8359,21.0236,25.7646,24.391,25,20,21,24,12,19,19,23,24,27
0,0,1.99995,0.000293121,22.926,26.0591,32.2483,36.8385,40.6156,43.3083,41.3726,45.7887,65.2819,59.3325,25,34,41,32,42,49,49,46,71,72
0,0,2.00006,0.000159578,13.6878,14.6764,16.4818,17.7202,18.6873,19.3519,18.8761,19.9476,24.1963,22.9697,13,20,11,19,16,15,19,23,26,20
0,0,1.99985,4.68022e-05,8.85205,9.03496,9.34766,9.54841,9.69839,9.79831,9.72703,9.88583,10.4618,10.3034,10,6,9,13,9,13,9,10,9,14
0,0,1.99996,0.000192699,15.5546,16.9211,19.4657,21.2454,22.6534,23.6299,22.9301,24.5111,30.9474,29.0631,17,22,15,22,17,25,34,25,25,37
0,0,2.00011,0.000327587,26.1952,30.2269,38.3551,44.5055,49.6352,53.3269,50.6702,56.7516,84.3575,75.813,28,32,30,46,58,52,50,53,83,78
0,0,2,0.000218096,17.1587,18.8745,22.1175,24.4195,26.259,27.5436,26.6223,28.709,37.3789,34.8135,20,25,24,18,38,24,33,22,32,30
0,0,2.00007,0.000237024,18.4616,20.4764,24.3271,27.0909,29.3158,30.8778,29.7569,32.3001,43.0288,39.8292,29,20,25,30,21,22,35,41,44,33
0,0,1.99995,0.000101005,10.9149,11.4075,12.2767,12.8527,13.2924,13.5897,13.3772,13.853,15.6539,15.1468,11,11,11,13,15,9,17,11,21,15
0,0,2.00013,0.000173006,14.4177,15.5499,17.6341,19.075,20.2062,20.9864,20.4276,21.6878,26.738,25.2717,17,13,14,16,21,17,13,17,38,22
0,0,2.0001,8.25493e-05,10.1654,10.5388,11.1907,11.618,11.9418,12.1597,12.0041,12.3519,13.6494,13.2869,11,7,8,16,9,6,8,8,6,18
0,0,1.99985,0.000244432,18.9933,21.1344,25.2445,28.2072,30.5992,32.2819,31.0741,33.8165,45.4544,41.973,15,20,27,30,24,31,32,40,54,40
