# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 0
# model = code4_model
# start_datetime = 2023-04-16 10:58:29 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /tmp/tmphq3csp0a/1eo8mrs8.json
# init = 2 (Default)
# random
#   seed = 63435
# output
#   file = /home/lab5/output/code4-20230416105829_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alfa.1,alfa.2,alfa.3,alfa.4,alfa.5,alfa.6,alfa.7,alfa.8,alfa.9,alfa.10,theta,lambda.1,lambda.2,lambda.3,lambda.4,lambda.5,lambda.6,lambda.7,lambda.8,lambda.9,lambda.10,accidents_number.1,accidents_number.2,accidents_number.3,accidents_number.4,accidents_number.5,accidents_number.6,accidents_number.7,accidents_number.8,accidents_number.9,accidents_number.10
# Adaptation terminated
# Step size = 0.000854521
# Diagonal elements of inverse mass matrix:
# 0.271103, 0.310255, 0.639226, 1.07096, 0.172677, 0.200764, 0.267407, 1.26754, 0.704092, 0.0216741, 1.13181e-05
492.965,0.705853,0.000854521,2,7,0,-485.403,1.99715,2.00007,1.9971,1.9994,2.00043,2.00018,2.00097,1.99807,1.9995,1.99916,0.000186072,15.1189,16.4476,18.7743,20.4761,21.8076,22.7089,22.0765,23.4765,29.4464,27.7039,15,22,26,19,22,20,27,19,21,24
494.777,0.99155,0.000854521,3,15,0,-485.701,1.99938,1.99978,2.00179,2.00087,1.99964,2.00052,2.00266,2.00175,2.00127,1.9995,0.000203604,16.2145,17.7303,20.6002,22.5744,24.1285,25.2509,24.514,26.2791,33.6043,31.3906,8,30,24,25,30,27,20,25,26,36
496.338,0.962383,0.000854521,4,23,0,-489.505,1.99974,2.00032,1.99936,2.00062,2.00196,1.99965,1.99766,2.00214,1.99917,1.99946,0.000190407,15.414,16.7613,19.2312,20.9941,22.3983,23.2982,22.5713,24.2167,30.4006,28.5792,12,21,17,19,16,22,22,20,25,39
500.579,0.950054,0.000854521,3,15,0,-491.77,1.99968,1.99849,2.0009,1.99997,1.99957,1.99969,2.00086,1.99928,2.00147,2.00008,0.000195576,15.724,17.1066,19.768,21.5834,23.0265,24.0372,23.3421,24.9369,31.6642,29.6672,19,15,25,31,27,30,21,28,42,30
495.957,0.699327,0.000854521,3,7,0,-493.339,1.99981,1.99849,2.00243,1.9985,1.99981,1.99954,2.00106,1.99836,2.00125,2.00019,0.00019585,15.7427,17.1268,19.8255,21.5839,23.0687,24.0732,23.3845,24.9565,31.7216,29.7281,16,16,19,20,27,27,17,26,45,25
499.763,0.98374,0.000854521,4,15,0,-488.276,1.9999,1.99903,1.99845,1.99925,1.9991,1.99976,1.99957,1.99893,2.00011,2.00127,0.00017375,14.4558,15.5826,17.6704,19.1361,20.273,21.0732,20.5056,21.7622,26.8857,25.4347,10,17,14,17,21,15,17,28,22,36
