# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 0
# model = code1_model
# start_datetime = 2023-04-16 09:38:16 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /tmp/tmphq3csp0a/_k1qqvlj.json
# init = 2 (Default)
# random
#   seed = 47453
# output
#   file = /home/lab5/output/code1-20230416093816_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.0
# stancflags = 
lp__,accept_stat__,alfa,theta,lambda.1,lambda.2,lambda.3,lambda.4,lambda.5,lambda.6,lambda.7,lambda.8,lambda.9,lambda.10,number_of_accidents.1,number_of_accidents.2,number_of_accidents.3,number_of_accidents.4,number_of_accidents.5,number_of_accidents.6,number_of_accidents.7,number_of_accidents.8,number_of_accidents.9,number_of_accidents.10
0,0,1.99992,9.24472e-05,10.5596,10.995,11.7593,12.2634,12.6468,12.9055,12.7207,13.1341,14.6887,14.2526,10,8,15,12,23,11,12,8,15,11
0,0,1.99997,0.000290246,22.6734,25.7396,31.7864,36.2635,39.9434,42.5648,40.6805,44.978,63.9034,58.1341,32,21,40,38,40,39,45,46,67,54
0,0,1.99987,0.000216851,17.0741,18.7713,21.9766,24.2503,26.0662,27.334,26.4248,28.4837,37.0298,34.5024,10,15,16,17,30,27,32,27,34,31
0,0,2,-1.31513e-05,7.02303,6.98278,6.91634,6.87517,6.84512,6.82544,6.83945,6.8084,6.70092,6.72971,9,12,5,5,12,7,8,3,4,7
0,0,2.00011,9.17175e-05,10.532,10.9627,11.7186,12.2169,12.5958,12.8513,12.6688,13.0772,14.6121,14.1817,11,9,15,16,15,16,17,18,16,19
0,0,1.99993,0.000353568,28.9556,33.7937,43.6986,51.3075,57.7183,62.3651,59.0184,66.6986,102.309,91.1711,27,28,35,51,64,58,66,52,90,94
0,0,1.99984,0.000217529,17.1185,18.8256,22.0511,24.34,26.1686,27.4454,26.5297,28.6035,37.216,34.6683,13,19,22,19,36,31,29,32,41,32
0,0,1.99998,0.000374931,31.448,37.0467,48.655,57.6836,65.3544,70.9472,66.9165,76.1856,119.922,106.124,23,36,50,48,66,70,58,83,112,113
0,0,1.99993,7.90572e-05,10.0275,10.38,10.994,11.3958,11.6998,11.9041,11.7582,12.0843,13.2973,12.959,10,16,10,7,12,13,13,4,11,15
0,0,1.99997,0.000111952,11.3867,11.9576,12.9715,13.6478,14.1662,14.5178,14.2665,14.8299,16.9813,16.3727,9,19,8,18,17,18,20,18,19,15
0,0,2.00011,0.000222138,17.4307,19.2076,22.574,24.9694,26.8865,28.2268,27.2654,29.4436,38.5234,35.8323,22,17,24,23,25,33,29,25,39,33
0,0,1.99994,0.000179659,14.7902,15.9982,18.2304,19.7797,20.9992,21.8418,21.2382,22.6003,28.0882,26.4904,14,19,19,14,14,20,28,9,22,22
0,0,1.99991,0.000256274,19.8835,22.2398,26.7944,30.1005,32.7821,34.6745,33.3156,36.4047,49.6396,45.6609,17,29,25,30,36,44,40,43,50,48
0,0,1.99992,0.000216696,17.0648,18.7598,21.9606,24.231,26.0441,27.3099,26.4021,28.4577,36.9891,34.4662,24,20,20,32,20,25,26,38,35,46
0,0,2.00001,0.000141029,12.7408,13.5507,15.0137,16.0064,16.7761,17.3023,16.9258,17.7722,21.079,20.1319,10,10,12,15,21,16,16,18,18,17
0,0,1.99989,0.000250713,19.4607,21.714,26.0554,29.1966,31.7387,33.5301,32.244,35.166,47.6291,43.8911,21,14,32,25,29,35,29,36,45,53
0,0,2.00004,0.000105515,11.1077,11.6319,12.5593,13.1756,13.6468,13.9658,13.7378,14.2486,16.189,15.6416,14,16,10,11,13,15,22,16,22,12
0,0,2,0.00031249,24.7086,28.324,35.5483,40.9668,45.4595,48.6794,46.3633,51.6572,75.3951,68.0928,21,30,36,45,56,37,52,50,66,69
0,0,2.00009,0.000176638,14.6208,15.7941,17.9582,19.4577,20.6366,21.4505,20.8675,22.1826,27.4685,25.9315,13,15,21,22,21,21,29,14,25,39
0,0,1.99999,0.000363507,30.0906,35.2712,45.94,54.1831,61.1553,66.2228,62.572,70.9582,110.16,97.8496,19,40,38,53,64,43,67,80,110,103
0,0,2.00014,0.000207081,16.4462,18.0039,20.929,22.9921,24.6336,25.7765,24.9571,26.8109,34.4454,32.1968,20,19,20,23,20,25,24,26,37,32
0,0,1.99984,0.000189189,15.3433,16.6658,19.1231,20.8382,22.1933,23.1321,22.4594,23.9787,30.147,28.3439,22,21,15,22,35,25,13,16,26,19
0,0,1.99997,0.000155095,13.4516,14.3949,16.113,17.2885,18.2048,18.8338,18.3836,19.3971,23.4012,22.2474,6,13,11,11,24,20,22,19,15,28
0,0,1.99989,0.000222821,17.4729,19.2599,22.6467,25.0576,26.9876,28.3372,27.3691,29.5626,38.711,35.9987,27,14,24,26,23,36,31,43,31,41
0,0,2.00013,0.000169142,14.204,15.2937,17.2948,18.6752,19.7573,20.5029,19.9689,21.1725,25.9809,24.5871,12,19,15,16,27,20,13,28,33,23
0,0,2.00017,0.000140293,12.7066,13.51,14.9607,15.9446,16.7071,17.2284,16.8554,17.6938,20.9674,20.0301,12,13,8,27,11,17,15,20,20,20
0,0,1.99993,0.000279163,21.7222,24.5406,30.0625,34.1247,37.4491,39.81,38.1135,41.9786,58.8473,53.7283,20,22,29,29,32,37,32,47,55,52
0,0,1.99994,0.00017035,14.2677,15.3704,17.3968,18.7957,19.8927,20.6489,20.1074,21.3281,26.2102,24.7943,12,16,14,17,17,16,28,27,12,30
0,0,2.00005,0.000219203,17.233,18.9654,22.2419,24.5693,26.4298,27.7295,26.7973,28.9088,37.6894,35.0901,17,18,19,24,24,34,27,28,36,34
0,0,2.00016,0.000204644,16.2925,17.8166,20.6747,22.6876,24.2876,25.4008,24.6027,26.4079,33.8278,31.6446,12,17,16,17,29,26,32,20,44,28
0,0,1.99996,0.000190284,15.4102,16.7464,19.231,20.9662,22.3377,23.2882,22.6071,24.1456,30.397,28.5687,13,12,18,23,24,15,30,21,30,28
0,0,1.99986,0.00024128,18.7637,20.8502,24.8479,27.7244,30.0439,31.6741,30.5041,33.16,44.4023,41.0436,17,27,24,24,28,30,40,38,53,32
0,0,2.00012,0.00011693,11.6095,12.2181,13.3022,14.0274,14.5844,14.9627,14.6922,15.2988,17.624,16.9648,8,13,13,18,16,10,14,19,23,17
0,0,2,4.50844e-05,8.79482,8.96981,9.26868,9.46035,9.60345,9.69874,9.63077,9.78218,10.3306,10.1799,11,8,14,9,11,8,11,12,10,10
0,0,1.99998,0.000305629,24.0618,27.5,34.3423,39.4539,43.6807,46.7045,44.5299,49.4968,71.6448,64.8505,22,28,38,37,42,43,55,43,53,67
0,0,1.99984,0.000236899,18.4485,20.4607,24.3062,27.0662,29.2878,30.8474,29.7282,32.2676,42.979,39.7847,12,15,16,31,27,30,28,36,41,41
0,0,2.00014,4.32868e-05,8.73514,8.90195,9.18654,9.36887,9.50489,9.59542,9.53085,9.67467,10.1949,10.052,6,12,11,6,6,8,15,5,15,13
0,0,1.99997,0.00011809,11.6598,12.2773,13.3779,14.1148,14.6809,15.0655,14.7905,15.4073,17.7739,17.1027,12,15,8,10,16,13,14,19,16,16
