# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 0
# model = code1_model
# start_datetime = 2023-04-16 09:37:18 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /tmp/tmphq3csp0a/cm8izgtl.json
# init = 2 (Default)
# random
#   seed = 7975
# output
#   file = /home/lab5/output/code1-20230416093718_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.0
# stancflags = 
lp__,accept_stat__,alfa,theta,lambda.1,lambda.2,lambda.3,lambda.4,lambda.5,lambda.6,lambda.7,lambda.8,lambda.9,lambda.10,number_of_accidents.1,number_of_accidents.2,number_of_accidents.3,number_of_accidents.4,number_of_accidents.5,number_of_accidents.6,number_of_accidents.7,number_of_accidents.8,number_of_accidents.9,number_of_accidents.10
0,0,1.90088,0.00025948,18.2333,20.4226,24.6625,27.7459,30.2499,32.0187,30.7485,33.6368,46.0438,42.3091,19,20,27,24,29,26,17,35,47,34
0,0,1.89984,0.00028337,19.9753,22.6086,27.7806,31.5947,34.7212,36.9442,35.3466,38.9878,54.9336,50.0863,20,24,35,28,25,50,44,44,49,49
0,0,1.89805,0.000160997,12.4284,13.3343,14.99,16.1267,17.0149,17.6255,17.1883,18.173,22.0815,20.9525,12,11,10,14,13,18,14,16,22,20
0,0,1.89914,0.000278709,19.6052,22.1445,27.1184,30.7763,33.7694,35.8948,34.3676,37.8469,53.0262,48.4207,22,26,18,26,26,33,42,49,48,59
0,0,1.8997,4.31901e-05,7.89752,8.04799,8.3047,8.46915,8.59183,8.67348,8.61524,8.74495,9.21412,9.08529,11,11,3,13,7,8,9,7,8,9
0,0,1.90232,0.000200029,14.5129,15.8386,18.3177,20.0591,21.4407,22.4009,21.7126,23.2686,29.6404,27.7693,9,13,17,13,24,27,30,18,23,35
0,0,1.90055,0.000176906,13.2492,14.3141,16.2787,17.6401,18.7105,19.4496,18.9202,20.1144,24.9156,23.5193,13,11,18,15,19,18,15,14,23,26
0,0,1.89746,0.000221832,15.7116,17.3109,20.3404,22.4956,24.2203,25.426,24.5612,26.5206,34.686,32.2662,18,19,17,31,22,21,29,26,27,29
0,0,1.89983,0.000162548,12.5253,13.4474,15.1342,16.2933,17.1996,17.8229,17.3766,18.3819,22.3773,21.2224,9,11,12,13,14,19,22,19,28,27
0,0,1.89989,0.00015926,12.368,13.2594,14.8871,16.0033,16.875,17.4739,17.0451,18.0107,21.8385,20.7336,7,20,12,15,19,22,18,20,27,19
0,0,1.90124,6.62765e-05,8.64743,8.90154,9.34095,9.62628,9.8411,9.98498,9.88227,10.1115,10.9558,10.7216,7,6,8,9,8,17,10,10,8,4
0,0,1.89986,0.000146753,11.7842,12.5647,13.9794,14.9425,15.6908,16.2033,15.8366,16.6615,19.899,18.9694,8,3,13,13,20,21,10,15,18,20
0,0,1.8994,0.000140761,11.5093,12.2395,13.5584,14.4531,15.1467,15.6209,15.2816,16.0443,19.0235,18.1703,16,18,12,6,17,13,12,23,25,24
0,0,1.90084,0.000321254,23.1464,26.6351,33.6422,38.9247,43.3197,46.4772,44.2054,49.4025,72.873,65.6271,21,23,30,43,46,47,55,52,60,70
0,0,1.89845,0.00023475,16.5318,18.3178,21.7266,24.1701,26.1353,27.514,26.5247,28.769,38.2195,35.4038,14,13,25,25,27,28,37,21,46,32
0,0,1.89905,0.000240426,16.9086,18.7818,22.369,24.9489,27.0285,28.4898,27.4411,29.8214,39.8907,36.8835,15,25,20,12,32,30,24,20,35,31
0,0,1.89974,0.000110411,10.2395,10.7457,11.6438,12.2423,12.7008,13.0117,12.7895,13.2875,15.1867,14.6498,17,8,8,18,16,16,15,18,12,14
0,0,1.90116,0.00017285,13.0512,14.0752,15.9599,17.2628,18.2855,18.991,18.4858,19.625,24.1904,22.865,10,15,12,15,20,20,10,16,26,24
0,0,1.89963,0.000326341,23.5773,27.1913,34.4719,39.977,44.5662,47.8679,45.4919,50.9298,75.5898,67.961,18,21,46,34,33,44,45,55,86,71
0,0,1.89907,0.000221064,15.6902,17.2816,20.2946,22.4371,24.1511,25.3491,24.4898,26.4365,34.544,32.1421,12,19,11,21,27,15,21,23,32,40
0,0,1.90138,0.000179184,13.3774,14.467,16.4798,17.8765,18.9756,19.7351,19.191,20.4185,25.362,23.923,9,14,17,14,14,29,18,20,16,29
0,0,1.90167,0.00021613,15.4341,16.9629,19.849,21.8954,23.5293,24.6698,23.8519,25.7039,33.3869,31.1154,9,14,18,25,25,15,17,27,35,30
0,0,1.89996,6.56616e-05,8.61593,8.86674,9.30027,9.58169,9.7935,9.93535,9.8341,10.0601,10.892,10.6613,12,14,12,17,6,12,10,9,14,9
0,0,1.89961,0.000185899,13.7047,14.8645,17.0155,18.5139,19.6962,20.5146,19.9282,21.2521,26.6129,25.048,16,16,15,20,17,15,21,22,32,28
0,0,1.90035,0.000221397,15.7305,17.3285,20.3547,22.507,24.229,25.4327,24.5693,26.5254,34.6741,32.2596,16,18,15,33,23,24,22,21,36,41
