# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 0
# model = code1_model
# start_datetime = 2023-04-16 09:37:18 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /tmp/tmphq3csp0a/cm8izgtl.json
# init = 2 (Default)
# random
#   seed = 7975
# output
#   file = /home/lab5/output/code1-20230416093718_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.0
# stancflags = 
lp__,accept_stat__,alfa,theta,lambda.1,lambda.2,lambda.3,lambda.4,lambda.5,lambda.6,lambda.7,lambda.8,lambda.9,lambda.10,number_of_accidents.1,number_of_accidents.2,number_of_accidents.3,number_of_accidents.4,number_of_accidents.5,number_of_accidents.6,number_of_accidents.7,number_of_accidents.8,number_of_accidents.9,number_of_accidents.10
0,0,1.901,0.000284962,20.1219,22.7903,28.0364,31.9086,35.0848,37.3441,35.7203,39.4217,55.6521,50.7151,14,24,31,39,34,35,47,39,56,52
0,0,1.90158,0.000161616,12.5022,13.4171,15.0899,16.2388,17.1367,17.754,17.312,18.3077,22.2619,21.1193,12,13,20,19,16,22,13,20,25,28
0,0,1.90072,9.14936e-05,9.52727,9.91591,10.5979,11.0474,11.3892,11.6197,11.455,11.8234,13.2076,12.8194,7,18,17,9,9,11,12,5,11,13
0,0,1.90001,0.000162951,12.5472,13.4732,15.1677,16.3324,17.2431,17.8696,17.421,18.4315,22.4487,21.2873,13,8,16,25,20,15,12,13,19,21
0,0,1.89988,0.000129251,11.0141,11.6541,12.8023,13.576,14.1731,14.58,14.289,14.9425,17.4721,16.7512,13,8,9,18,16,14,14,14,11,15
0,0,1.90171,0.000114646,10.429,10.9648,11.9178,12.5546,13.0431,13.3748,13.1377,13.6693,15.7033,15.1273,11,12,11,9,16,14,14,19,9,19
0,0,1.89846,0.000235137,16.5568,18.3486,21.7692,24.2217,26.1945,27.5787,26.5854,28.8388,38.3301,35.5017,24,17,15,11,26,31,33,34,32,38
0,0,1.90022,0.000188502,13.8516,15.041,17.2501,18.7914,20.0087,20.852,20.2478,21.6124,27.1494,25.5312,15,15,28,31,12,27,24,16,27,27
0,0,1.9001,-5.04369e-06,6.55755,6.54311,6.51917,6.50426,6.49334,6.48617,6.49128,6.47996,6.44053,6.45113,7,2,7,5,7,3,5,9,11,5
0,0,1.89901,0.000227264,16.0697,17.7476,20.936,23.2115,25.0363,26.3139,25.3974,27.4751,36.1714,33.5884,24,13,18,22,17,19,27,25,41,33
0,0,1.89775,0.000184586,13.6101,14.7534,16.8722,18.3471,19.5102,20.3151,19.7384,21.0402,26.3056,24.7694,16,10,21,18,22,21,22,20,31,15
0,0,1.89933,0.000256914,18.0255,20.1672,24.3087,27.316,29.7559,31.478,30.2414,33.0527,45.104,41.4802,22,20,26,29,27,32,37,28,38,37
0,0,1.89858,0.000289339,20.4156,23.1673,28.591,32.6045,35.9022,38.2508,36.5627,40.4125,57.3538,52.1912,25,22,31,33,49,37,40,39,51,50
0,0,1.8986,0.00014516,11.6973,12.4633,13.8505,14.794,15.5267,16.0282,15.6693,16.4764,19.6401,18.7323,8,13,15,17,16,22,16,23,22,28
0,0,1.90154,5.34222e-05,8.23102,8.42544,8.75911,8.97415,9.13522,9.24272,9.16602,9.33702,9.96051,9.78854,9,13,5,9,7,5,11,10,9,10
0,0,1.90017,0.0001787,13.3363,14.4195,16.4199,17.8076,18.8994,19.6537,19.1134,20.3325,25.2404,23.812,16,8,15,17,23,16,23,13,38,21
0,0,1.90115,0.000147133,11.8168,12.6016,14.0243,14.9931,15.7459,16.2616,15.8926,16.7226,19.9812,19.0454,6,7,17,25,10,12,14,10,20,20
