# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 0
# model = code1_model
# start_datetime = 2023-04-16 11:09:38 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /tmp/tmphq3csp0a/o41z7_vj.json
# init = 2 (Default)
# random
#   seed = 91311
# output
#   file = /home/lab5/output/code1-20230416110938_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.0
# stancflags = 
lp__,accept_stat__,alfa,theta,lambda.1,lambda.2,lambda.3,lambda.4,lambda.5,lambda.6,lambda.7,lambda.8,lambda.9,lambda.10,number_of_accidents.1,number_of_accidents.2,number_of_accidents.3,number_of_accidents.4,number_of_accidents.5,number_of_accidents.6,number_of_accidents.7,number_of_accidents.8,number_of_accidents.9,number_of_accidents.10
0,0,2,0.000312183,24.6792,28.2865,35.4932,40.8976,45.3781,48.589,46.2794,51.5583,75.2228,67.9439,28,29,26,36,40,52,49,45,71,63
0,0,1.99993,9.89191e-05,10.8271,11.3054,12.1484,12.7064,13.1319,13.4195,13.214,13.6741,15.4128,14.9237,16,10,8,21,14,8,13,10,16,18
0,0,2.0001,0.000227788,17.815,19.6796,23.224,25.7543,27.7839,29.205,28.1854,30.4968,40.1749,37.2997,16,19,29,37,28,21,29,26,48,33
0,0,2.00007,0.000185562,15.1333,16.4116,18.7819,20.4327,21.7351,22.6366,21.9907,23.4489,29.3518,27.6289,18,18,17,18,14,20,23,31,30,34
0,0,1.99998,0.00020228,16.1414,17.6332,20.4267,22.3914,23.9516,25.0365,24.2588,26.0175,33.2324,31.1117,20,14,17,21,24,26,22,24,35,22
0,0,1.99989,0.00021046,16.6581,18.2628,21.2822,23.416,25.116,26.3007,25.4512,27.3737,35.3125,32.971,20,11,15,30,24,21,25,30,28,36
0,0,1.99992,8.09489e-05,10.1009,10.4646,11.099,11.5145,11.8291,12.0406,11.8895,12.2273,13.4855,13.1343,13,16,18,12,12,12,16,9,14,15
0,0,1.99998,0.000307566,24.2425,27.7299,34.6782,39.8749,44.1754,47.2534,45.0397,50.097,72.6836,65.7493,27,29,31,43,42,37,45,58,71,74
0,0,1.99993,0.000118705,11.6872,12.3094,13.4189,14.1619,14.7329,15.1209,14.8435,15.4658,17.8547,17.177,14,14,12,13,20,12,11,12,14,13
0,0,2.00006,6.27211e-05,9.41548,9.67712,10.1286,10.4212,10.6411,10.7883,10.6832,10.9176,11.7784,11.54,15,6,9,10,9,15,7,9,10,11
