# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 0
# model = code1_model
# start_datetime = 2023-04-16 09:39:26 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /tmp/tmphq3csp0a/bgiv5703.json
# init = 2 (Default)
# random
#   seed = 72026
# output
#   file = /home/lab5/output/code1-20230416093926_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.0
# stancflags = 
lp__,accept_stat__,alfa,theta,lambda.1,lambda.2,lambda.3,lambda.4,lambda.5,lambda.6,lambda.7,lambda.8,lambda.9,lambda.10,number_of_accidents.1,number_of_accidents.2,number_of_accidents.3,number_of_accidents.4,number_of_accidents.5,number_of_accidents.6,number_of_accidents.7,number_of_accidents.8,number_of_accidents.9,number_of_accidents.10
0,0,2.00014,0.000188252,15.2925,16.6037,19.039,20.7377,22.0793,23.0086,22.3428,23.8465,29.9468,28.1642,15,14,25,20,24,21,16,25,22,23
0,0,1.99996,-3.41972e-05,6.47442,6.37838,6.22176,6.12591,6.05655,6.01136,6.04352,5.97243,5.73034,5.79458,6,3,2,7,8,8,7,4,4,4
0,0,1.99987,0.000170117,14.254,15.354,17.3753,18.7705,19.8645,20.6185,20.0785,21.2959,26.1632,24.7517,9,17,15,9,18,22,14,20,34,25
0,0,1.99996,0.000280355,21.8232,24.6676,30.2443,34.3496,37.7109,40.0988,38.3828,42.2926,59.3732,54.1873,13,29,28,35,33,38,33,47,62,59
0,0,1.99995,0.000251709,19.5368,21.8084,26.1877,29.358,31.9248,33.734,32.4351,35.3866,47.9855,44.2052,22,26,32,33,28,29,31,41,39,44
0,0,1.99984,0.000355754,29.1985,34.1097,44.1775,51.9212,58.4513,63.1873,59.7761,67.606,103.976,92.5902,27,34,31,56,60,72,52,67,115,78
0,0,2.00009,0.000261441,20.2882,22.7438,27.5047,30.971,33.7882,35.7792,34.3494,37.6014,51.593,47.3779,19,23,21,35,30,40,28,41,54,36
0,0,1.99992,0.000233912,18.2383,20.2013,23.946,26.6289,28.786,30.299,29.2133,31.676,42.0388,38.9523,11,26,25,29,29,24,24,34,34,37
0,0,2.00002,0.000244236,18.9822,21.1202,25.2239,28.1817,30.5696,32.2492,31.0436,33.781,45.396,41.9216,16,16,27,27,39,34,36,33,46,38
0,0,2.00002,0.000252869,19.626,21.9191,26.3428,29.5475,32.1433,33.9735,32.6594,35.6456,48.4048,44.5746,18,18,38,34,30,33,29,35,54,43
0,0,2.00008,5.89492e-05,9.27941,9.52156,9.93849,10.2081,10.4104,10.5457,10.4492,10.6645,11.4529,11.2349,10,12,5,16,6,7,13,13,13,7
0,0,1.99997,0.000263539,20.4507,22.9469,27.7928,31.3252,34.1985,36.2303,34.771,38.0907,52.3971,48.0834,16,16,24,32,27,37,37,36,58,34
0,0,1.99982,8.78139e-05,10.3714,10.7771,11.4875,11.9548,12.3095,12.5485,12.3778,12.7597,14.1901,13.7896,15,12,8,22,16,11,13,10,18,9
0,0,2.00003,0.000155725,13.4853,14.4349,16.1652,17.3494,18.2728,18.9068,18.453,19.4745,23.5126,22.3487,20,16,24,20,12,21,15,15,23,26
0,0,1.99995,8.13062e-05,10.1152,10.4811,11.1193,11.5374,11.854,12.067,11.9149,12.2549,13.5218,13.1681,9,8,11,10,5,8,12,14,13,11
