# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 0
# model = code1_model
# start_datetime = 2023-04-16 11:12:36 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /tmp/tmphq3csp0a/qcz3xphu.json
# init = 2 (Default)
# random
#   seed = 39725
# output
#   file = /home/lab5/output/code1-20230416111236_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.0
# stancflags = 
lp__,accept_stat__,alfa,theta,lambda.1,lambda.2,lambda.3,lambda.4,lambda.5,lambda.6,lambda.7,lambda.8,lambda.9,lambda.10,accidents_number.1,accidents_number.2,accidents_number.3,accidents_number.4,accidents_number.5,accidents_number.6,accidents_number.7,accidents_number.8,accidents_number.9,accidents_number.10
0,0,2.00015,0.000148407,13.1109,13.9894,15.5831,16.6692,17.5137,18.0923,17.6782,18.6097,22.2703,21.2185,13,12,21,17,21,22,17,24,22,21
0,0,1.99994,0.000109298,11.2701,11.8215,12.7992,13.4503,13.9488,14.2868,14.0452,14.5866,16.649,16.0662,11,11,18,17,12,12,11,10,15,16
0,0,2.00012,0.000170601,14.2842,15.3898,17.422,18.825,19.9255,20.684,20.1408,21.3654,26.2641,24.8433,14,11,25,16,20,18,25,9,23,22
0,0,1.99996,0.000271274,21.0709,23.7229,28.8947,32.6817,35.7714,37.961,36.388,39.9688,55.4977,50.8005,17,24,34,33,40,41,25,46,55,41
0,0,1.9999,0.000273024,21.2125,23.9006,29.1482,32.9946,36.135,38.3615,36.7619,40.404,56.2208,51.4331,23,26,26,31,43,50,31,43,62,45
0,0,1.99998,0.000203687,16.2293,17.7402,20.5716,22.5647,24.1483,25.2499,24.4602,26.2462,33.5818,31.4243,13,14,27,24,23,22,30,28,35,34
0,0,2.00016,0.000208067,16.5093,18.0807,21.0334,23.1171,24.7756,25.9307,25.1025,26.9763,34.6994,32.4238,17,16,22,15,21,26,23,19,35,41
0,0,1.99984,0.00019264,15.5491,16.9148,19.4576,21.236,22.6429,23.6186,22.9194,24.4991,30.9301,29.0474,21,12,18,18,19,18,28,26,37,26
0,0,1.99986,0.000107385,11.1862,11.7237,12.6756,13.3089,13.7934,14.1217,13.8871,14.4127,16.4126,15.848,8,12,16,15,18,14,8,18,16,14
0,0,1.99984,0.000173771,14.4561,15.5966,17.6968,19.1495,20.2903,21.0773,20.5136,21.7848,26.8825,25.402,23,18,12,18,20,18,21,20,36,32
