# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 0
# model = code4_model
# start_datetime = 2023-04-16 10:58:29 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /tmp/tmphq3csp0a/1eo8mrs8.json
# init = 2 (Default)
# random
#   seed = 63435
# output
#   file = /home/lab5/output/code4-20230416105829_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alfa.1,alfa.2,alfa.3,alfa.4,alfa.5,alfa.6,alfa.7,alfa.8,alfa.9,alfa.10,theta,lambda.1,lambda.2,lambda.3,lambda.4,lambda.5,lambda.6,lambda.7,lambda.8,lambda.9,lambda.10,accidents_number.1,accidents_number.2,accidents_number.3,accidents_number.4,accidents_number.5,accidents_number.6,accidents_number.7,accidents_number.8,accidents_number.9,accidents_number.10
# Adaptation terminated
# Step size = 0.0037204
# Diagonal elements of inverse mass matrix:
# 1.09367e-05, 1.08918e-05, 1.10888e-05, 1.67398e-05, 1.08132e-05, 1.10287e-05, 1.08064e-05, 1.08271e-05, 1.08411e-05, 1.0785e-05, 9.90112e-06
499.764,0.991982,0.0037204,8,255,0,-492.304,2.00055,1.99883,2.00036,2.00112,1.99916,1.99849,2.00019,1.99947,2.00149,2.00079,0.000187677,15.2647,16.5409,18.988,20.6926,21.9839,22.8911,22.2683,23.7452,29.8592,28.0674,5,24,23,15,23,25,26,31,28,27
501.836,0.995988,0.0037204,8,255,0,-497.447,1.99993,2.00118,1.99925,1.99982,1.99943,2.00025,1.99942,2.00137,1.99961,1.99945,0.000184962,15.0961,16.3875,18.7099,20.3605,21.6454,22.5587,21.899,23.3919,29.2075,27.4941,11,12,22,25,25,34,20,19,26,33
500.466,0.74355,0.0037204,8,255,0,-496.858,1.99942,2.00057,1.99961,2.00047,1.99966,2.001,1.99872,2.00063,1.99894,2.00106,0.000199633,15.9683,17.4439,20.1493,22.0797,23.5784,24.665,23.8542,25.6091,32.5512,30.565,21,21,18,18,23,19,28,20,35,38
502.773,0.995087,0.0037204,7,255,0,-498.284,1.99948,2.00053,1.99975,1.99998,2.00031,2.00081,1.99956,2.00014,1.99979,1.99998,0.00017288,14.4012,15.5477,17.6163,19.0589,20.195,20.9847,20.4008,21.671,26.704,25.2453,17,11,18,19,23,20,21,20,35,26
499.47,0.817316,0.0037204,7,255,0,-495.394,2.00014,2.00128,2.00007,1.99977,1.9998,1.99942,1.99955,2.00085,1.99882,2.00025,0.000160751,13.7511,14.7687,16.5796,17.8295,18.8104,19.477,18.9971,20.1098,24.3782,23.1664,11,12,15,19,22,22,18,17,25,26
498.404,0.989312,0.0037204,8,255,0,-495.483,2.00027,1.99923,2.00126,2.00177,1.9998,1.99968,1.9986,2.00046,1.99959,1.99956,0.000164542,13.9558,14.9807,16.9186,18.2401,19.2296,19.9328,19.4067,20.5817,25.0942,23.7827,14,8,14,17,11,15,15,19,24,33
500.222,0.989361,0.0037204,8,255,0,-495.368,2.00003,1.99927,1.99983,1.99781,1.99965,2.0006,2.00085,1.99898,2.00059,2.00005,0.000180901,14.8626,16.0731,18.3426,19.8724,21.1451,22.0207,21.4132,22.7536,28.367,26.7281,17,21,23,23,23,33,18,32,20,27
502.133,0.999799,0.0037204,8,255,0,-498.231,1.99984,1.99911,1.99992,1.99886,1.99953,1.99983,2.001,1.9993,2.00033,2.00069,0.000186578,15.1893,16.4676,18.8751,20.5219,21.8521,22.7703,22.1429,23.5795,29.582,27.8463,12,18,21,22,22,19,26,27,31,21
497.227,0.99988,0.0037204,7,255,0,-494.967,1.99978,1.99891,2.0012,1.99852,2.00013,2.00045,2.00214,1.9983,2.00058,2.00118,0.000186398,15.1778,16.4516,18.8824,20.4948,21.8424,22.7596,22.1447,23.5296,29.5499,27.8244,15,13,26,22,20,27,30,22,27,24
499.01,0.902973,0.0037204,8,255,0,-492.29,1.99959,2.00134,1.99901,2.0024,2.0006,1.99905,1.99944,2.00053,1.99986,1.99978,0.000182528,14.9498,16.2195,18.478,20.1426,21.3663,22.2033,21.5883,23.0209,28.6913,27.0317,15,12,11,18,26,30,23,24,29,27
500.211,0.979875,0.0037204,8,255,0,-496.871,2.00012,1.99883,2.00046,1.99812,1.99992,2.00059,2.00125,2.00045,2.00071,2.00028,0.000194277,15.6522,17.0171,19.6305,21.3907,22.8613,23.8709,23.1736,24.7651,31.336,29.4004,15,10,18,25,16,19,25,14,36,26
497.07,0.971888,0.0037204,8,255,0,-492.909,2.00015,1.99796,2.00146,2.00024,2.00039,2.0007,2.00086,1.99789,1.9986,1.99964,0.00019392,15.631,16.9762,19.6149,21.394,22.8245,23.8222,23.1159,24.6469,31.1871,29.3072,20,13,16,18,17,22,24,26,26,24
496.622,0.923167,0.0037204,8,255,0,-492.021,1.99902,2.00211,1.99819,1.99982,1.999,1.99938,1.99951,2.00145,2.00072,2.00085,0.000201238,16.0612,17.5918,20.2835,22.2603,23.7837,24.8647,24.0995,25.8873,33.0006,30.909,19,16,26,18,32,30,30,30,24,29
496.854,0.999849,0.0037204,8,255,0,-489.476,1.99942,2.00144,1.99767,1.99875,1.99965,1.99886,1.99996,2.00096,2.00092,1.99925,0.000201382,16.0764,17.591,20.2878,22.254,23.8191,24.8734,24.1307,25.8979,33.0423,30.8911,16,18,21,21,22,20,24,34,39,21
