# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 0
# model = code4_model
# start_datetime = 2023-04-16 11:33:20 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /tmp/tmphq3csp0a/g6pj66bo.json
# init = 2 (Default)
# random
#   seed = 97827
# output
#   file = /home/lab5/output/code4-20230416113320_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alfa.1,alfa.2,alfa.3,alfa.4,alfa.5,alfa.6,alfa.7,alfa.8,alfa.9,alfa.10,theta,lambda.1,lambda.2,lambda.3,lambda.4,lambda.5,lambda.6,lambda.7,lambda.8,lambda.9,lambda.10,accidents_number.1,accidents_number.2,accidents_number.3,accidents_number.4,accidents_number.5,accidents_number.6,accidents_number.7,accidents_number.8,accidents_number.9,accidents_number.10
# Adaptation terminated
# Step size = 0.0038051
# Diagonal elements of inverse mass matrix:
# 1.10588e-05, 1.0918e-05, 1.09662e-05, 1.09942e-05, 1.08765e-05, 1.08912e-05, 1.0877e-05, 1.08521e-05, 1.0915e-05, 1.08004e-05, 9.90111e-06
507.355,0.994565,0.0038051,8,255,0,-497.137,2.50062,2.50035,2.49996,2.49983,2.50126,2.49933,2.49946,2.49802,2.49948,2.49905,9.96712e-05,17.9152,18.7078,20.1058,21.0337,21.7747,22.2124,21.8723,22.6074,25.5422,24.7151,16,24,23,26,19,21,16,22,33,23
508.19,0.99919,0.0038051,8,255,0,-503.931,2.49989,2.50094,2.49905,2.50049,2.49932,2.49933,2.49909,2.50171,2.49984,2.49999,0.000104244,18.2212,19.0904,20.5545,21.5818,22.3179,22.8336,22.4599,23.3458,26.4349,25.5553,24,13,30,24,21,20,17,25,21,31
508.225,0.999424,0.0038051,8,255,0,-504.935,2.50139,2.50017,2.49982,2.49935,2.49867,2.50128,2.49938,2.50064,2.5001,2.50005,0.00011275,18.8581,19.7864,21.469,22.586,23.4342,24.0829,23.6181,24.5887,28.1675,27.1497,20,22,18,24,28,27,26,24,22,33
506.275,0.999164,0.0038051,8,255,0,-503.406,2.49791,2.49986,2.50063,2.4986,2.50173,2.49972,2.49999,2.49999,2.50063,2.49935,0.000111283,18.6865,19.6559,21.3286,22.3885,23.3064,23.8336,23.4298,24.3494,27.877,26.8493,23,19,12,21,28,23,22,18,26,37
504.339,0.823134,0.0038051,8,255,0,-496.728,2.5021,2.50066,2.49966,2.50043,2.49981,2.50007,2.49888,2.50248,2.49905,2.50104,0.000106341,18.4101,19.2581,20.7852,21.8299,22.6029,23.1413,22.7335,23.6707,26.829,25.9663,15,15,14,21,17,21,23,19,32,22
507.92,0.854083,0.0038051,8,255,0,-500.791,2.50014,2.50057,2.50104,2.50072,2.50003,2.50027,2.49901,2.49958,2.49973,2.50138,0.000124625,19.7187,20.8313,22.8175,24.138,25.1435,25.8455,25.3158,26.4463,30.7556,29.5796,28,27,25,29,30,20,26,27,37,31
