# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 0
# model = code1_model
# start_datetime = 2023-04-16 09:38:16 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /tmp/tmphq3csp0a/_k1qqvlj.json
# init = 2 (Default)
# random
#   seed = 47453
# output
#   file = /home/lab5/output/code1-20230416093816_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.0
# stancflags = 
lp__,accept_stat__,alfa,theta,lambda.1,lambda.2,lambda.3,lambda.4,lambda.5,lambda.6,lambda.7,lambda.8,lambda.9,lambda.10,number_of_accidents.1,number_of_accidents.2,number_of_accidents.3,number_of_accidents.4,number_of_accidents.5,number_of_accidents.6,number_of_accidents.7,number_of_accidents.8,number_of_accidents.9,number_of_accidents.10
0,0,1.99992,0.000173828,14.4605,15.6018,17.7034,19.1571,20.2987,21.0864,20.5223,21.7944,26.8962,25.4145,18,20,23,23,19,19,16,27,26,25
0,0,2.00018,0.00016157,13.7953,14.8046,16.6498,17.917,18.9074,19.5884,19.1008,20.199,24.5604,23.3002,13,21,14,21,21,19,14,18,20,19
0,0,2.00001,0.000223825,17.5429,19.3455,22.764,25.1988,27.1488,28.5127,27.5343,29.7514,39.0055,36.2608,17,20,22,32,21,20,31,30,40,33
0,0,1.99987,0.000156385,13.5175,14.4736,16.2163,17.4095,18.3402,18.9792,18.5218,19.5516,23.6244,22.4502,16,15,16,20,14,20,14,13,23,22
0,0,2.00025,0.00015599,13.502,14.4545,16.1903,17.3784,18.305,18.9411,18.4858,19.5109,23.5641,22.3957,14,12,14,16,15,17,18,15,22,22
0,0,2.00009,0.000164133,13.9313,14.9673,16.8642,18.1688,19.1895,19.8918,19.389,20.5219,25.0305,23.7264,12,9,13,23,26,24,27,24,31,27
0,0,2.00016,0.000227535,17.7988,19.6595,23.196,25.7203,27.7448,29.1624,28.1454,30.4508,40.1021,37.2351,20,18,18,30,33,32,22,27,41,32
0,0,2.00004,0.000279176,21.7258,24.5449,30.0681,34.1311,37.4563,39.8179,38.1209,41.9869,58.86,53.7396,31,18,35,31,42,27,34,40,50,53
0,0,1.99985,0.000210718,16.6741,18.2824,21.309,23.4483,25.1527,26.3406,25.4889,27.4166,35.379,33.0303,15,23,23,26,21,27,21,33,35,36
0,0,2.00011,0.000247696,19.2394,21.4389,25.6689,28.724,31.1937,32.9326,31.6843,34.5195,46.583,42.9693,12,18,26,34,38,27,31,38,45,44
0,0,2.00008,0.000223395,17.515,19.3111,22.7164,25.1412,27.0828,28.4408,27.4667,29.6739,38.8838,36.1526,17,25,24,19,29,18,21,28,33,34
0,0,1.99999,0.00024074,18.727,20.8045,24.7837,27.6461,29.9536,31.5752,30.4114,33.053,44.2302,40.8917,18,20,17,27,35,20,26,33,31,44
0,0,1.99989,0.000109941,11.2977,11.8537,12.84,13.4972,14.0004,14.3416,14.0978,14.6444,16.728,16.1391,13,14,17,16,13,10,16,9,19,16
0,0,2.00013,8.44864e-05,10.242,10.6272,11.3004,11.7423,12.0773,12.3029,12.1418,12.502,13.8476,13.4714,12,10,7,12,10,12,9,8,15,13
0,0,1.99993,0.000180236,14.823,16.0377,18.2831,19.8421,21.0694,21.9177,21.31,22.6813,28.2086,26.5989,22,16,15,17,24,30,9,25,30,27
0,0,1.99998,7.63358e-05,9.92308,10.2597,10.8451,11.2276,11.5167,11.7108,11.5722,11.8819,13.0317,12.7114,10,11,7,10,8,12,11,15,11,10
0,0,2.00008,0.000277821,21.6133,24.4032,29.8651,33.8799,37.1638,39.4952,37.82,41.636,58.2724,53.2266,17,17,27,31,42,41,33,44,57,43
0,0,1.99992,0.000259235,20.1126,22.5251,27.1967,30.5935,33.3518,35.3,33.901,37.0823,50.745,46.6327,26,24,35,32,34,36,43,39,48,39
0,0,1.99993,0.00044532,41.2728,50.1395,69.3078,84.8371,98.3984,108.478,101.198,118.056,202.35,175.006,47,41,64,69,116,101,93,136,212,171
0,0,2.00006,0.000260584,20.2205,22.6593,27.3855,30.8248,33.6191,35.5935,34.1756,37.4001,51.2635,47.0885,23,27,31,28,29,31,30,44,54,50
0,0,1.99993,0.00021544,16.9823,18.6588,21.8225,24.0648,25.8547,27.1038,26.208,28.2362,36.6454,34.16,21,18,24,25,27,21,19,35,31,38
0,0,2.00003,-1.95372e-05,6.85209,6.79384,6.69802,6.63887,6.59582,6.56766,6.58771,6.54333,6.39046,6.43129,7,9,4,5,9,12,9,7,3,10
0,0,2.00002,0.000174896,14.5217,15.6751,17.8004,19.2714,20.4271,21.2247,20.6534,21.9418,27.1132,25.6105,11,6,22,9,27,28,16,25,26,25
0,0,2.00008,0.000243995,18.9658,21.0997,25.195,28.1464,30.5287,32.2044,31.0016,33.7325,45.3176,41.8526,16,21,22,32,42,44,34,28,31,42
0,0,2.00001,0.000288426,22.5154,25.5399,31.4982,35.9049,39.5245,42.1016,40.2492,44.4732,63.0471,57.3892,24,19,31,35,41,41,38,41,65,79
0,0,1.99988,0.000290615,22.7036,25.778,31.8424,36.3334,40.0253,42.6555,40.7648,45.077,64.0726,58.281,19,32,28,39,36,52,28,37,72,57
0,0,2.00009,0.000159542,13.6863,14.6746,16.4793,17.7172,18.6839,19.3483,18.8727,19.9437,24.1905,22.9645,13,21,18,31,19,14,22,22,34,26
0,0,2.00028,0.000157742,13.5941,14.5642,16.334,17.5466,18.4929,19.143,18.6776,19.7254,23.8736,22.677,10,11,11,16,21,17,13,27,15,29
0,0,2.00001,0.000196399,15.7793,17.1934,19.8322,21.6818,23.1472,24.1645,23.4354,25.0833,31.812,29.839,12,17,11,21,26,25,18,20,29,42
