# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 0
# model = code3_model
# start_datetime = 2023-04-16 11:29:11 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /tmp/tmphq3csp0a/hiim9402.json
# init = 2 (Default)
# random
#   seed = 92123
# output
#   file = /home/lab5/output/code3-20230416112911_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.0
# stancflags = 
lp__,accept_stat__,theta,alfa.1,alfa.2,alfa.3,alfa.4,alfa.5,alfa.6,alfa.7,alfa.8,alfa.9,alfa.10,lambda.1,lambda.2,lambda.3,lambda.4,lambda.5,lambda.6,lambda.7,lambda.8,lambda.9,lambda.10,accidents_number.1,accidents_number.2,accidents_number.3,accidents_number.4,accidents_number.5,accidents_number.6,accidents_number.7,accidents_number.8,accidents_number.9,accidents_number.10
0,0,0.000134669,2.4986,2.50002,2.49988,2.50132,2.49935,2.49906,2.50121,2.49864,2.49984,2.50181,20.4673,21.7388,23.9715,25.5194,26.6374,27.4268,26.9144,28.1258,33.1431,31.7821,16,25,26,25,23,28,24,28,28,42
0,0,0.000121083,2.49997,2.4995,2.4991,2.49937,2.50143,2.50011,2.49898,2.49977,2.50074,2.5002,19.4475,20.4946,22.3714,23.6422,24.6656,25.2949,24.7937,25.875,29.9865,28.8104,16,21,13,20,20,14,16,30,30,21
0,0,6.92334e-05,2.49921,2.49914,2.50277,2.49922,2.49943,2.49897,2.49918,2.49979,2.49829,2.50157,15.9054,16.3928,17.3018,17.7909,18.2097,18.4794,18.2846,18.7395,20.3463,19.9577,18,22,17,20,9,11,9,7,19,28
0,0,7.46138e-05,2.49995,2.50008,2.50051,2.50068,2.50035,2.49985,2.5034,2.50033,2.49944,2.49988,16.2514,16.7923,17.7359,18.3502,18.8056,19.1059,18.952,19.388,21.2009,20.7005,15,12,23,15,18,16,23,21,22,17
0,0,0.000105973,2.50079,2.499,2.50049,2.50193,2.50155,2.5015,2.50114,2.5,2.49974,2.49988,18.3597,19.1956,20.7638,21.8187,22.5939,23.1232,22.7359,23.5579,26.774,25.8685,17,12,20,21,16,18,20,27,25,26
0,0,2.99093e-05,2.50021,2.49945,2.50104,2.49912,2.50025,2.50154,2.49992,2.50096,2.50116,2.50179,13.6774,13.8469,14.1738,14.34,14.4998,14.614,14.5225,14.6888,15.2332,15.0948,15,21,19,13,11,16,14,9,15,17
0,0,0.000132493,2.49916,2.49944,2.49906,2.49949,2.49882,2.50061,2.50116,2.50029,2.50142,2.49917,20.3072,21.5239,23.6912,25.1708,26.2887,27.1111,26.571,27.7933,32.6629,31.2117,23,18,32,24,26,27,23,26,28,38
0,0,9.05858e-05,2.49912,2.50025,2.49866,2.50023,2.50098,2.50074,2.49893,2.50113,2.49995,2.49967,17.2714,17.9892,19.1833,20.0201,20.6485,21.0572,20.7243,21.4311,23.8856,23.184,11,17,19,23,21,26,17,29,23,15
0,0,1.86645e-05,2.5023,2.50045,2.49997,2.50141,2.49993,2.5005,2.4992,2.49967,2.50012,2.50032,13.1234,13.2065,13.3804,13.5138,13.578,13.6413,13.5839,13.6784,13.9971,13.915,9,16,11,16,20,15,14,14,14,22
0,0,0.000135123,2.50028,2.50161,2.50051,2.50095,2.49868,2.49789,2.50143,2.501,2.49842,2.49889,20.5376,21.8158,24.0413,25.5734,26.6898,27.4699,26.9922,28.272,33.2079,31.7917,17,21,27,23,29,27,20,40,21,34
0,0,6.58822e-05,2.50134,2.49908,2.50006,2.4987,2.49952,2.49889,2.49998,2.49853,2.49932,2.50056,15.7342,16.1573,16.9667,17.458,17.8599,18.1081,17.9425,18.3296,19.8662,19.4683,13,14,13,12,14,13,21,22,29,16
0,0,2.44179e-05,2.50103,2.49753,2.50053,2.4988,2.50114,2.49872,2.49994,2.50162,2.50068,2.49966,13.4013,13.4978,13.7809,13.9103,14.0568,14.098,14.0616,14.2047,14.6168,14.4862,15,20,16,11,14,10,19,21,16,10
0,0,8.94435e-05,2.50138,2.50076,2.50043,2.50079,2.50026,2.49959,2.5011,2.49949,2.49842,2.49715,17.2343,17.9101,19.1071,19.9063,20.4971,20.8885,20.6303,21.2446,23.6475,22.9387,15,17,16,22,17,10,22,21,29,19
0,0,0.000119297,2.49977,2.49929,2.49971,2.50062,2.50034,2.50018,2.49862,2.49883,2.50043,2.49971,19.3099,20.3334,22.1849,23.441,24.3841,25.0256,24.526,25.5647,29.5821,28.4332,24,22,20,23,35,19,24,26,37,28
0,0,9.49573e-05,2.50088,2.50064,2.49939,2.4993,2.50188,2.49952,2.49979,2.50126,2.49844,2.49767,17.5966,18.3376,19.6238,20.4864,21.1991,21.5935,21.2818,22.025,24.6372,23.8678,14,8,18,25,25,23,21,18,24,14
0,0,0.000109223,2.50006,2.50016,2.50126,2.50148,2.49922,2.49968,2.49972,2.49927,2.50103,2.50049,18.5781,19.4883,21.1221,22.2008,22.9713,23.5383,23.1414,24.022,27.4642,26.4894,14,17,11,17,25,19,25,22,30,27
0,0,0.000133278,2.49856,2.50064,2.49906,2.50004,2.49953,2.4985,2.50171,2.49976,2.50047,2.5015,20.3568,21.6225,23.7848,25.2932,26.4275,27.1823,26.7086,27.9145,32.8227,31.4596,24,30,21,27,38,26,23,37,33,29
0,0,8.74977e-05,2.49986,2.49945,2.50009,2.5001,2.49951,2.50098,2.50253,2.49801,2.5008,2.50076,17.0792,17.7376,18.9148,19.6815,20.2514,20.6735,20.425,20.9577,23.3634,22.7054,14,18,15,22,21,18,22,18,17,23
0,0,7.48132e-05,2.5001,2.49854,2.49808,2.50118,2.50038,2.49908,2.49866,2.50002,2.50066,2.50046,16.2664,16.7808,17.7107,18.3793,18.828,19.1141,18.8844,19.4061,21.2583,20.7419,7,21,24,27,15,19,18,23,20,21
0,0,0.000153641,2.5016,2.49963,2.5006,2.50198,2.49949,2.5003,2.50154,2.49986,2.50042,2.49979,22.0897,23.5774,26.3891,28.3348,29.7479,30.7909,30.099,31.6889,38.1849,36.2965,28,22,19,29,35,21,32,26,47,34
0,0,7.98841e-05,2.50056,2.49983,2.49928,2.49962,2.49952,2.4996,2.49882,2.49866,2.49838,2.49985,16.5958,17.173,18.1897,18.8679,19.3747,19.7182,19.4587,20.001,22.0246,21.4899,18,17,22,11,20,18,15,31,25,19
0,0,8.1007e-05,2.50095,2.49863,2.50094,2.49894,2.49944,2.49846,2.49967,2.49906,2.50003,2.49948,16.6744,17.2353,18.3231,18.9716,19.5,19.8297,19.6042,20.1493,22.2458,21.6541,11,14,22,18,16,28,23,22,21,19
0,0,0.000110057,2.50127,2.49919,2.50108,2.50143,2.49964,2.50169,2.50037,2.50043,2.49971,2.50013,18.6606,19.5394,21.2071,22.3015,23.0927,23.7043,23.2701,24.1748,27.5986,26.6372,18,24,20,22,13,32,24,22,22,19
