# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 0
# model = code4_model
# start_datetime = 2023-04-16 11:33:20 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /tmp/tmphq3csp0a/g6pj66bo.json
# init = 2 (Default)
# random
#   seed = 97827
# output
#   file = /home/lab5/output/code4-20230416113320_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alfa.1,alfa.2,alfa.3,alfa.4,alfa.5,alfa.6,alfa.7,alfa.8,alfa.9,alfa.10,theta,lambda.1,lambda.2,lambda.3,lambda.4,lambda.5,lambda.6,lambda.7,lambda.8,lambda.9,lambda.10,accidents_number.1,accidents_number.2,accidents_number.3,accidents_number.4,accidents_number.5,accidents_number.6,accidents_number.7,accidents_number.8,accidents_number.9,accidents_number.10
# Adaptation terminated
# Step size = 0.000824593
# Diagonal elements of inverse mass matrix:
# 9.90099e-06, 9.90099e-06, 9.90099e-06, 9.90099e-06, 9.90099e-06, 9.90099e-06, 9.90099e-06, 9.90099e-06, 9.90099e-06, 9.90099e-06, 5.10687e-05
-3.3352e+07,1,0.000824593,1,1,0,3.33522e+07,0.355119,1.49502,-0.883897,1.99191,1.23419,-0.287814,-0.573105,-1.06387,-0.897038,-0.0151912,0.000430382,7.52088,28.3795,3.59532,77.5428,41.9479,10.0611,7.07274,5.02483,9.99405,20.9792,5,23,8,72,39,7,7,9,8,23
-3.33518e+07,0.997645,0.000824593,1,1,0,3.3352e+07,0.355126,1.49503,-0.883887,1.99191,1.2342,-0.287806,-0.573096,-1.06386,-0.897024,-0.015184,0.000427694,7.44325,28.0534,3.5471,76.4089,41.2977,9.89937,6.96195,4.94154,9.79649,20.5824,6,21,5,71,28,8,7,2,9,14
-3.3302e+07,0.990721,0.000824593,6,63,0,3.33518e+07,0.356715,1.49575,-0.881374,1.99231,1.23515,-0.285691,-0.570795,-1.06121,-0.894515,-0.0132541,0.000412104,7.01936,26.2534,3.28797,70.1793,37.755,9.02981,6.36707,4.49657,8.74649,18.4593,4,27,4,72,43,8,3,2,5,28
-3.33018e+07,1,0.000824593,1,1,0,3.3302e+07,0.356717,1.49575,-0.881363,1.99231,1.23515,-0.285681,-0.570784,-1.06119,-0.894508,-0.0132471,0.000415702,7.11763,26.6627,3.34803,71.577,38.5533,9.22807,6.50322,4.59845,8.98364,18.9376,7,24,4,68,33,6,5,3,10,19
-3.33009e+07,1,0.000824593,2,3,0,3.33018e+07,0.356752,1.49576,-0.881319,1.99232,1.23516,-0.285638,-0.570744,-1.06114,-0.89447,-0.0132189,0.000430498,7.53655,28.4145,3.6067,77.6239,42.0172,10.0901,7.0943,5.0422,10.0284,21.038,11,25,2,82,46,15,6,0,10,25
-3.32989e+07,0.999699,0.000824593,2,3,0,3.33009e+07,0.35681,1.49579,-0.881214,1.99233,1.2352,-0.285546,-0.570665,-1.06104,-0.894361,-0.0131534,0.000434898,7.66621,28.9583,3.68776,79.5197,43.1078,10.3625,7.28074,5.18274,10.363,21.7077,4,26,4,95,44,11,8,3,8,25
-3.29053e+07,0.99868,0.000824593,7,127,0,3.32989e+07,0.369451,1.50157,-0.860969,1.99541,1.24271,-0.269313,-0.552493,-1.03997,-0.874131,0.00182858,0.000432257,7.68493,28.7971,3.71355,78.6186,42.771,10.3656,7.30007,5.20682,10.3692,21.6257,13,28,5,62,36,8,5,6,10,25
-3.29044e+07,0.929225,0.000824593,2,3,0,3.29053e+07,0.369483,1.50159,-0.860926,1.99542,1.24272,-0.269278,-0.55245,-1.03992,-0.874091,0.00186145,0.000453574,8.34479,31.5622,4.13377,88.3629,48.4145,11.7886,8.2747,5.94572,12.1499,25.1639,7,35,9,91,42,14,11,9,12,25
-3.29042e+07,1,0.000824593,1,1,0,3.29044e+07,0.369489,1.5016,-0.860914,1.99541,1.24273,-0.26927,-0.552441,-1.03991,-0.874082,0.00187082,0.000451898,8.29102,31.3358,4.09915,87.5552,47.9454,11.6701,8.1937,5.88413,11.9997,24.8663,10,26,3,82,54,12,13,9,16,27
-3.29034e+07,1,0.000824593,2,3,0,3.29042e+07,0.369521,1.50161,-0.860862,1.99542,1.24273,-0.269236,-0.552409,-1.03986,-0.874044,0.00190152,0.000438643,7.8774,29.5999,3.8351,81.4198,44.3893,10.7736,7.57986,5.4185,10.8741,22.6313,9,24,4,73,39,9,5,6,8,24
-3.29032e+07,1,0.000824593,2,3,0,3.29034e+07,0.369525,1.50161,-0.860852,1.99542,1.24274,-0.269227,-0.552398,-1.03984,-0.874035,0.00190699,0.000437876,7.85412,29.5025,3.82037,81.0784,44.1921,10.7239,7.54584,5.39277,10.8124,22.5084,6,34,1,89,51,12,5,4,8,30
-3.29012e+07,0.862033,0.000824593,2,3,0,3.29032e+07,0.369603,1.50163,-0.860753,1.99543,1.24278,-0.269142,-0.552312,-1.03973,-0.873948,0.00199422,0.000456687,8.44678,31.9888,4.1997,89.8848,49.3015,12.0137,8.42866,6.06316,12.4361,25.7303,10,28,7,98,47,9,10,6,26,22
-3.2901e+07,0.9991,0.000824593,2,3,0,3.29012e+07,0.369613,1.50164,-0.860739,1.99543,1.24278,-0.26913,-0.5523,-1.03972,-0.873934,0.00200077,0.00045688,8.45316,32.0155,4.20384,89.9799,49.3569,12.0279,8.43833,6.07051,12.4542,25.7658,9,20,1,100,39,14,11,10,19,32
-3.27282e+07,1,0.000824593,6,63,0,3.2901e+07,0.375257,1.50424,-0.85184,1.99673,1.24604,-0.261856,-0.544457,-1.03041,-0.865008,0.008606,0.000422127,7.43304,27.6433,3.56154,74.471,40.4592,9.82409,6.93364,4.93567,9.70523,20.2603,10,33,1,71,31,11,6,3,9,19
-3.2728e+07,1,0.000824593,1,1,0,3.27282e+07,0.375265,1.50424,-0.851833,1.99673,1.24605,-0.261845,-0.544451,-1.0304,-0.864995,0.00861334,0.000433065,7.7539,28.9746,3.76288,79.072,43.1156,10.4943,7.39402,5.28338,10.5274,21.8983,5,14,2,83,45,9,6,2,13,25
-3.27272e+07,1,0.000824593,2,3,0,3.27281e+07,0.3753,1.50426,-0.851782,1.99674,1.24606,-0.261815,-0.54442,-1.03035,-0.864951,0.0086425,0.000431702,7.71346,28.8058,3.73739,78.4842,42.7761,10.4087,7.33528,5.23902,10.4217,21.6878,12,31,1,82,49,12,7,8,13,26
-3.27217e+07,0.99109,0.000824593,5,31,0,3.27272e+07,0.375456,1.50434,-0.851483,1.99677,1.24616,-0.261597,-0.544176,-1.03004,-0.864659,0.00884068,0.000433521,7.76906,29.0345,3.77284,79.273,43.2353,10.5259,7.41593,5.3003,10.5667,21.9744,12,29,1,81,44,8,9,10,11,22
-3.27208e+07,0.999644,0.000824593,2,3,0,3.27217e+07,0.37548,1.50435,-0.851429,1.99677,1.24617,-0.261559,-0.544136,-1.02999,-0.86462,0.00887345,0.000429174,7.63986,28.497,3.69148,77.4067,42.1565,10.2538,7.22913,5.15909,10.2311,21.3065,3,31,4,75,47,6,5,0,8,16
-3.2707e+07,0.965795,0.000824593,4,15,0,3.27209e+07,0.375922,1.50457,-0.850739,1.99691,1.24645,-0.260986,-0.543496,-1.02922,-0.863921,0.00942032,0.000412309,7.16117,26.5095,3.39377,70.5824,38.2299,9.26716,6.55119,4.64866,9.03201,18.9102,7,35,4,72,61,9,10,2,10,15
-3.27015e+07,0.99944,0.000824593,3,7,0,3.2707e+07,0.376087,1.50464,-0.850441,1.99695,1.24656,-0.260732,-0.543244,-1.02894,-0.863655,0.00964124,0.000438665,7.92996,29.6926,3.8757,81.5543,44.5651,10.867,7.65062,5.47872,10.9895,22.8107,6,18,4,81,44,9,4,5,11,30
-3.27007e+07,0.966589,0.000824593,2,3,0,3.27015e+07,0.37611,1.50464,-0.850391,1.99695,1.24658,-0.260695,-0.543205,-1.0289,-0.863604,0.00967016,0.000445622,8.14616,30.5943,4.01384,84.7246,46.4056,11.3332,7.97023,5.72137,11.5733,23.9676,8,33,3,77,50,5,8,2,9,25
-3.27005e+07,1,0.000824593,1,1,0,3.27007e+07,0.376114,1.50465,-0.850379,1.99696,1.24658,-0.260688,-0.543193,-1.02888,-0.863596,0.00967754,0.000441632,8.0216,30.0741,3.93419,82.8922,45.3418,11.0638,7.78561,5.58112,11.2352,23.2977,6,29,3,82,51,20,8,4,18,18
-3.27003e+07,1,0.000824593,1,1,0,3.27005e+07,0.37612,1.50465,-0.850367,1.99696,1.24659,-0.26068,-0.543184,-1.02888,-0.863584,0.00968503,0.000440541,7.98792,29.9335,3.91272,82.3982,45.0554,10.9913,7.73594,5.54342,11.1447,23.118,10,22,3,77,36,9,7,7,11,25
-3.26994e+07,0.957331,0.000824593,2,3,0,3.27003e+07,0.376149,1.50466,-0.850337,1.99696,1.24662,-0.260638,-0.543145,-1.02883,-0.863536,0.00971424,0.000449587,8.27222,31.1211,4.09487,86.5865,47.4897,11.6083,8.15863,5.86468,11.9203,24.6537,6,21,3,80,44,9,8,4,20,21
-3.26986e+07,0.987597,0.000824593,2,3,0,3.26994e+07,0.376179,1.50468,-0.850291,1.99696,1.24663,-0.260601,-0.543093,-1.02879,-0.863501,0.00973994,0.000449164,8.25898,31.0652,4.08638,86.3866,47.3739,11.5792,8.13883,5.84953,11.8833,24.5804,5,38,3,62,42,11,8,4,13,19
-3.26983e+07,0.997333,0.000824593,2,3,0,3.26986e+07,0.376185,1.50469,-0.850282,1.99696,1.24663,-0.260591,-0.54308,-1.02877,-0.863488,0.00974599,0.000442933,8.06258,30.244,3.96038,83.4858,45.6884,11.152,7.84624,5.62711,11.3456,23.5157,8,30,6,67,54,14,5,5,12,22
-3.26981e+07,0.998655,0.000824593,3,7,0,3.26983e+07,0.376196,1.50469,-0.85027,1.99696,1.24664,-0.260581,-0.543071,-1.02876,-0.86348,0.00975369,0.000437917,7.90795,29.5987,3.86181,81.222,44.3753,10.8197,7.61839,5.45424,10.9305,22.6923,9,27,4,88,44,15,12,3,12,27
-3.26973e+07,1,0.000824593,2,3,0,3.26981e+07,0.376219,1.5047,-0.850226,1.99697,1.24666,-0.26054,-0.54304,-1.02871,-0.863441,0.00978663,0.000434034,7.79039,29.1089,3.78733,79.5119,43.3858,10.5696,7.44674,5.3243,10.6199,22.0754,6,29,2,63,38,7,5,4,14,20
-3.26953e+07,0.985861,0.000824593,3,7,0,3.26973e+07,0.376274,1.50472,-0.850121,1.99699,1.24669,-0.260445,-0.542943,-1.02862,-0.863341,0.00986217,0.0004182,7.32858,27.1935,3.49793,72.9044,39.5715,9.60762,6.78572,4.82514,9.44175,19.7275,9,34,3,83,45,13,5,5,6,13
-3.26934e+07,0.969309,0.000824593,2,3,0,3.26953e+07,0.376338,1.50475,-0.850021,1.997,1.24673,-0.260371,-0.542848,-1.02852,-0.863241,0.00994598,0.000413683,7.20227,26.6713,3.41974,71.1224,38.5472,9.35003,6.60857,4.69189,9.13091,19.1058,7,29,3,82,35,5,3,0,8,22
